"ensembl_gene_id","external_gene_name","description","Group name","Protein","Metabolic","Lipid","HGNC_ID","HGNC_gene_name","Manning_Group","Manning_Family","Manning_Subfamily","HGNC","Group","Family","SubFamily","kin_group","kh_group"
"ENSG00000184216","IRAK1","interleukin 1 receptor associated kinase 1",NA,"N","N","Y","HGNC:6112","IRAK1","TKL","IRAK",NA,"IRAK1","TKL",NA,NA,"TKL","TKL"
"ENSG00000134070","IRAK2","interleukin 1 receptor associated kinase 2",NA,"N","N","N","HGNC:6113","IRAK2","TKL","IRAK",NA,"IRAK2","TKL",NA,NA,"TKL","TKL"
"ENSG00000090376","IRAK3","interleukin 1 receptor associated kinase 3",NA,"N","N","N","HGNC:17020","IRAK3","TKL","IRAK",NA,"IRAK3","TKL",NA,NA,"TKL","TKL"
"ENSG00000198001","IRAK4","interleukin 1 receptor associated kinase 4",NA,"N","N","Y","HGNC:17967","IRAK4","TKL","IRAK",NA,"IRAK4","TKL",NA,NA,"TKL","TKL"
"ENSG00000113263","ITK","IL2 inducible T cell kinase","Tec family tyrosine kinases","Y","N","N","HGNC:6171","ITK","TK","Tec",NA,"ITK","TK",NA,NA,"TK","TK"
"ENSG00000100605","ITPK1","inositol-tetrakisphosphate 1-kinase",NA,"N","Y","N","HGNC:6177","ITPK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000137825","ITPKA","inositol-trisphosphate 3-kinase A",NA,"N","Y","N","HGNC:6178","ITPKA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143772","ITPKB","inositol-trisphosphate 3-kinase B",NA,"N","Y","N","HGNC:6179","ITPKB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000086544","ITPKC","inositol-trisphosphate 3-kinase C",NA,"N","Y","N","HGNC:14897","ITPKC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162434","JAK1","Janus kinase 1","Jak family tyrosine kinases","Y","N","N","HGNC:6190","JAK1","TK","JakA",NA,"JAK1","TK",NA,NA,"TK","TK"
"ENSG00000096968","JAK2","Janus kinase 2","Jak family tyrosine kinases","Y","N","Y","HGNC:6192","JAK2","TK","JakA",NA,"JAK2","TK",NA,NA,"TK","TK"
"ENSG00000105639","JAK3","Janus kinase 3","Jak family tyrosine kinases","Y","N","N","HGNC:6193","JAK3","TK","JakA",NA,"JAK3","TK",NA,NA,"TK","TK"
"ENSG00000160145","KALRN","kalirin RhoGEF kinase",NA,"N","N","N","HGNC:4814","KALRN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000128052","KDR","kinase insert domain receptor","Receptor tyrosine kinases","Y","N","N","HGNC:6307","KDR","TK","VEGFR",NA,"KDR","TK",NA,NA,"TK","TK"
"ENSG00000138030","KHK","ketohexokinase",NA,"N","Y","N","HGNC:6315","KHK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000157404","KIT","KIT proto-oncogene, receptor tyrosine kinase","Receptor tyrosine kinases","Y","Y","N","HGNC:6342","KIT","TK","PDGFR",NA,"KIT","TK",NA,NA,"TK","TK"
"ENSG00000141068","KSR1","kinase suppressor of ras 1",NA,"N","N","N","HGNC:6465","KSR1","TKL","RAF",NA,"KSR1","TKL",NA,NA,"TKL","TKL"
"ENSG00000171435","KSR2","kinase suppressor of ras 2",NA,"N","N","N","HGNC:18610","KSR2","TKL","RAF",NA,"KSR2","TKL",NA,NA,"TKL","TKL"
"ENSG00000131023","LATS1","large tumor suppressor kinase 1","Large tumor suppressor kinase family","Y","N","N","HGNC:6514","LATS1","AGC","NDR",NA,"LATS1","AGC",NA,NA,"AGC","AGC"
"ENSG00000150457","LATS2","large tumor suppressor kinase 2","Large tumor suppressor kinase family","Y","N","N","HGNC:6515","LATS2","AGC","NDR",NA,"LATS2","AGC",NA,NA,"AGC","AGC"
"ENSG00000182866","LCK","LCK proto-oncogene, Src family tyrosine kinase","Src family tyrosine kinases","Y","N","N","HGNC:6524","LCK","TK","Src",NA,"LCK","TK",NA,NA,"TK","TK"
"ENSG00000106683","LIMK1","LIM domain kinase 1","LIMK/TESK kinase family","Y","N","N","HGNC:6613","LIMK1","TKL","LISK","LIMK","LIMK1","TKL",NA,NA,"TKL","TKL"
"ENSG00000182541","LIMK2","LIM domain kinase 2","LIMK/TESK kinase family","Y","N","N","HGNC:6614","LIMK2","TKL","LISK","LIMK","LIMK2","TKL",NA,NA,"TKL","TKL"
"ENSG00000164715","LMTK2","lemur tyrosine kinase 2","Receptor tyrosine kinases","Y","N","N","HGNC:17880","LMTK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142235","LMTK3","lemur tyrosine kinase 3","Receptor tyrosine kinases","Y","N","N","HGNC:19295","LMTK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000155530","LRGUK","leucine rich repeats and guanylate kinase domain containing",NA,"N","N","N","HGNC:21964","LRGUK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000154237","LRRK1","leucine rich repeat kinase 1",NA,"N","N","N","HGNC:18608","LRRK1","TKL","LRRK",NA,"LRRK1","TKL",NA,NA,"TKL","TKL"
"ENSG00000188906","LRRK2","leucine rich repeat kinase 2",NA,"N","N","N","HGNC:18618","LRRK2","TKL","LRRK",NA,"LRRK2","TKL",NA,NA,"TKL","TKL"
"ENSG00000062524","LTK","leukocyte receptor tyrosine kinase","Receptor tyrosine kinases","Y","N","N","HGNC:6721","LTK","TK","Alk",NA,"LTK","TK",NA,NA,"TK","TK"
"ENSG00000254087","LYN","LYN proto-oncogene, Src family tyrosine kinase","Src family tyrosine kinases","Y","N","Y","HGNC:6735","LYN","TK","Src",NA,"LYN","TK",NA,NA,"TK","TK"
"ENSG00000187391","MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2","Membrane associated guanylate kinases","Y","N","N","HGNC:18957","MAGI2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000111837","MAK","male germ cell associated kinase","CILK1, MAK, MOK protein kinase family","Y","N","N","HGNC:6816","MAK","CMGC","RCK",NA,"MAK","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000169032","MAP2K1","mitogen-activated protein kinase kinase 1","Mitogen-activated protein kinase kinases","Y","Y","Y","HGNC:6840","MAP2K1","STE","STE7",NA,"MAP2K1","STE",NA,NA,"STE","STE"
"ENSG00000126934","MAP2K2","mitogen-activated protein kinase kinase 2","Mitogen-activated protein kinase kinases","Y","Y","Y","HGNC:6842","MAP2K2","STE","STE7",NA,"MAP2K2","STE",NA,NA,"STE","STE"
"ENSG00000034152","MAP2K3","mitogen-activated protein kinase kinase 3","Mitogen-activated protein kinase kinases","Y","N","Y","HGNC:6843","MAP2K3","STE","STE7",NA,"MAP2K3","STE",NA,NA,"STE","STE"
"ENSG00000065559","MAP2K4","mitogen-activated protein kinase kinase 4","Mitogen-activated protein kinase kinases","Y","N","Y","HGNC:6844","MAP2K4","STE","STE7",NA,"MAP2K4","STE",NA,NA,"STE","STE"
"ENSG00000137764","MAP2K5","mitogen-activated protein kinase kinase 5","Mitogen-activated protein kinase kinases","Y","N","N","HGNC:6845","MAP2K5","STE","STE7",NA,"MAP2K5","STE",NA,NA,"STE","STE"
"ENSG00000108984","MAP2K6","mitogen-activated protein kinase kinase 6","Mitogen-activated protein kinase kinases","Y","N","Y","HGNC:6846","MAP2K6","STE","STE7",NA,"MAP2K6","STE",NA,NA,"STE","STE"
"ENSG00000076984","MAP2K7","mitogen-activated protein kinase kinase 7","Mitogen-activated protein kinase kinases","Y","N","Y","HGNC:6847","MAP2K7","STE","STE7",NA,"MAP2K7","STE",NA,NA,"STE","STE"
"ENSG00000095015","MAP3K1","mitogen-activated protein kinase kinase kinase 1","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6848","MAP3K1","STE","STE11",NA,"MAP3K1","STE",NA,NA,"STE","STE"
"ENSG00000130758","MAP3K10","mitogen-activated protein kinase kinase kinase 10","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6849","MAP3K10","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000173327","MAP3K11","mitogen-activated protein kinase kinase kinase 11","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6850","MAP3K11","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000139625","MAP3K12","mitogen-activated protein kinase kinase kinase 12","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6851","MAP3K12","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000073803","MAP3K13","mitogen-activated protein kinase kinase kinase 13","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6852","MAP3K13","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000006062","MAP3K14","mitogen-activated protein kinase kinase kinase 14","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6853","MAP3K14","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000180815","MAP3K15","mitogen-activated protein kinase kinase kinase 15","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:31689","MAP3K15","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000176601","MAP3K19","mitogen-activated protein kinase kinase kinase 19","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:26249","MAP3K19","STE","STE11",NA,"MAP3K19","STE",NA,NA,"STE","STE"
"ENSG00000169967","MAP3K2","mitogen-activated protein kinase kinase kinase 2","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6854","MAP3K2","STE","STE11",NA,"MAP3K2","STE",NA,NA,"STE","STE"
"ENSG00000091436","MAP3K20","mitogen-activated protein kinase kinase kinase 20","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:17797","MAP3K20","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000143674","MAP3K21","mitogen-activated protein kinase kinase kinase 21","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:29798","MAP3K21","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000198909","MAP3K3","mitogen-activated protein kinase kinase kinase 3","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6855","MAP3K3","STE","STE11",NA,"MAP3K3","STE",NA,NA,"STE","STE"
"ENSG00000085511","MAP3K4","mitogen-activated protein kinase kinase kinase 4","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6856","MAP3K4","STE","STE11",NA,"MAP3K4","STE",NA,NA,"STE","STE"
"ENSG00000197442","MAP3K5","mitogen-activated protein kinase kinase kinase 5","Mitogen-activated protein kinase kinase kinases","Y","N","Y","HGNC:6857","MAP3K5","STE","STE11",NA,"MAP3K5","STE",NA,NA,"STE","STE"
"ENSG00000142733","MAP3K6","mitogen-activated protein kinase kinase kinase 6","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6858","MAP3K6","STE","STE11",NA,"MAP3K6","STE",NA,NA,"STE","STE"
"ENSG00000135341","MAP3K7","mitogen-activated protein kinase kinase kinase 7","Mitogen-activated protein kinase kinase kinases","Y","N","Y","HGNC:6859","MAP3K7","STE","STE11",NA,"MAP3K7","STE",NA,NA,"STE","STE"
"ENSG00000107968","MAP3K8","mitogen-activated protein kinase kinase kinase 8","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6860","MAP3K8","STE","STE11",NA,NA,NA,NA,NA,"STE",NA
"ENSG00000006432","MAP3K9","mitogen-activated protein kinase kinase kinase 9","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:6861","MAP3K9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104814","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1","Mitogen-activated protein kinase kinase kinase kinases","Y","N","N","HGNC:6863","MAP4K1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168067","MAP4K2","mitogen-activated protein kinase kinase kinase kinase 2","Mitogen-activated protein kinase kinase kinase kinases","Y","N","N","HGNC:6864","MAP4K2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000011566","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3","Mitogen-activated protein kinase kinase kinase kinases","Y","N","N","HGNC:6865","MAP4K3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000071054","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","Mitogen-activated protein kinase kinase kinase kinases","Y","N","N","HGNC:6866","MAP4K4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000012983","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5","Mitogen-activated protein kinase kinase kinase kinases","Y","N","N","HGNC:6867","MAP4K5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000100030","MAPK1","mitogen-activated protein kinase 1","Mitogen-activated protein kinases","Y","Y","Y","HGNC:6871","MAPK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000109339","MAPK10","mitogen-activated protein kinase 10","Mitogen-activated protein kinases","Y","Y","Y","HGNC:6872","MAPK10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185386","MAPK11","mitogen-activated protein kinase 11","Mitogen-activated protein kinases","Y","N","Y","HGNC:6873","MAPK11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000188130","MAPK12","mitogen-activated protein kinase 12","Mitogen-activated protein kinases","Y","N","Y","HGNC:6874","MAPK12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000156711","MAPK13","mitogen-activated protein kinase 13","Mitogen-activated protein kinases","Y","N","Y","HGNC:6875","MAPK13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000112062","MAPK14","mitogen-activated protein kinase 14","Mitogen-activated protein kinases","Y","N","Y","HGNC:6876","MAPK14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000181085","MAPK15","mitogen-activated protein kinase 15","Mitogen-activated protein kinases","Y","N","N","HGNC:24667","MAPK15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000102882","MAPK3","mitogen-activated protein kinase 3","Mitogen-activated protein kinases","Y","Y","Y","HGNC:6877","MAPK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141639","MAPK4","mitogen-activated protein kinase 4","Mitogen-activated protein kinases","Y","N","N","HGNC:6878","MAPK4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000069956","MAPK6","mitogen-activated protein kinase 6","Mitogen-activated protein kinases","Y","N","N","HGNC:6879","MAPK6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166484","MAPK7","mitogen-activated protein kinase 7","Mitogen-activated protein kinases","Y","N","N","HGNC:6880","MAPK7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000107643","MAPK8","mitogen-activated protein kinase 8","Mitogen-activated protein kinases","Y","Y","Y","HGNC:6881","MAPK8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000050748","MAPK9","mitogen-activated protein kinase 9","Mitogen-activated protein kinases","Y","Y","Y","HGNC:6886","MAPK9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162889","MAPKAPK2","MAPK activated protein kinase 2","MAPK activated protein kinases","Y","N","N","HGNC:6887","MAPKAPK2","CAMK","MAPKAPK","MAPKAPK","MAPKAPK2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000114738","MAPKAPK3","MAPK activated protein kinase 3","MAPK activated protein kinases","Y","N","N","HGNC:6888","MAPKAPK3","CAMK","MAPKAPK","MAPKAPK","MAPKAPK3","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000089022","MAPKAPK5","MAPK activated protein kinase 5","MAPK activated protein kinases","Y","N","N","HGNC:6889","MAPKAPK5","CAMK","MAPKAPK","MAPKAPK","MAPKAPK5","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000116141","MARK1","microtubule affinity regulating kinase 1","Microtubule affinity regulating kinases","Y","N","N","HGNC:6896","MARK1","CAMK","CAMKL","MARK","MARK1","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000072518","MARK2","microtubule affinity regulating kinase 2","Microtubule affinity regulating kinases","Y","N","N","HGNC:3332","MARK2","CAMK","CAMKL","MARK","MARK2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000075413","MARK3","microtubule affinity regulating kinase 3","Microtubule affinity regulating kinases","Y","N","N","HGNC:6897","MARK3","CAMK","CAMKL","MARK","MARK3","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000007047","MARK4","microtubule affinity regulating kinase 4","Microtubule affinity regulating kinases","Y","N","N","HGNC:13538","MARK4","CAMK","CAMKL","MARK","MARK4","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000105613","MAST1","microtubule associated serine/threonine kinase 1","Microtubule associated serine/threonine kinase family","Y","N","N","HGNC:19034","MAST1","AGC","MAST",NA,"MAST1","AGC",NA,NA,"AGC","AGC"
"ENSG00000086015","MAST2","microtubule associated serine/threonine kinase 2","Microtubule associated serine/threonine kinase family","Y","N","N","HGNC:19035","MAST2","AGC","MAST",NA,"MAST2","AGC",NA,NA,"AGC","AGC"
"ENSG00000099308","MAST3","microtubule associated serine/threonine kinase 3","Microtubule associated serine/threonine kinase family","Y","N","N","HGNC:19036","MAST3","AGC","MAST",NA,"MAST3","AGC",NA,NA,"AGC","AGC"
"ENSG00000069020","MAST4","microtubule associated serine/threonine kinase family member 4","Microtubule associated serine/threonine kinase family","Y","N","N","HGNC:19037","MAST4","AGC","MAST",NA,"MAST4","AGC",NA,NA,"AGC","AGC"
"ENSG00000120539","MASTL","microtubule associated serine/threonine kinase like","Microtubule associated serine/threonine kinase family","Y","N","N","HGNC:19042","MASTL","AGC","MAST",NA,"MASTL","AGC",NA,NA,"AGC","AGC"
"ENSG00000007264","MATK","megakaryocyte-associated tyrosine kinase","Csk family tyrosine kinases","Y","N","N","HGNC:6906","MATK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000165304","MELK","maternal embryonic leucine zipper kinase","MELK family kinases","Y","N","N","HGNC:16870","MELK","CAMK","CAMKL","MELK","MELK","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000153208","MERTK","MER proto-oncogene, tyrosine kinase","Receptor tyrosine kinases","Y","N","N","HGNC:7027","MERTK","TK","Axl",NA,NA,NA,NA,NA,"TK",NA
"ENSG00000105976","MET","MET proto-oncogene, receptor tyrosine kinase","Receptor tyrosine kinases","Y","Y","N","HGNC:7029","MET","TK","Met",NA,"MET","TK",NA,NA,"TK","TK"
"ENSG00000141503","MINK1","misshapen like kinase 1",NA,"N","N","N","HGNC:17565","MINK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000079277","MKNK1","MAPK interacting serine/threonine kinase 1","MAPK activated protein kinases","Y","N","N","HGNC:7110","MKNK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000099875","MKNK2","MAPK interacting serine/threonine kinase 2","MAPK activated protein kinases","Y","N","N","HGNC:7111","MKNK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168404","MLKL","mixed lineage kinase domain like pseudokinase",NA,"N","N","N","HGNC:26617","MLKL","TKL","TKL-Unique",NA,"MLKL","TKL",NA,NA,"TKL","TKL"
"ENSG00000108960","MMD","monocyte to macrophage differentiation associated",NA,"N","N","N","HGNC:7153","MMD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000136297","MMD2","monocyte to macrophage differentiation associated 2",NA,"N","N","N","HGNC:30133","MMD2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000080823","MOK","MOK protein kinase","CILK1, MAK, MOK protein kinase family","Y","N","N","HGNC:9833","MOK","CMGC","RCK",NA,"MOK","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000172680","MOS","MOS proto-oncogene, serine/threonine kinase",NA,"N","N","N","HGNC:7199","MOS","Other","MOS",NA,"MOS","Other",NA,NA,"Other","Other"
"ENSG00000164078","MST1R","macrophage stimulating 1 receptor","Receptor tyrosine kinases","Y","N","N","HGNC:7381","MST1R","STE","STE20","MST",NA,NA,NA,NA,"STE",NA
"ENSG00000198793","MTOR","mechanistic target of rapamycin kinase",NA,"N","Y","N","HGNC:3942","MTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000030304","MUSK","muscle associated receptor tyrosine kinase","Receptor tyrosine kinases","Y","N","N","HGNC:7525","MUSK","TK","Musk",NA,"MUSK","TK",NA,NA,"TK","TK"
"ENSG00000110921","MVK","mevalonate kinase",NA,"N","N","N","HGNC:7530","MVK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000065534","MYLK","myosin light chain kinase","Myosin light chain kinase family","Y","N","N","HGNC:7590","MYLK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000101306","MYLK2","myosin light chain kinase 2","Myosin light chain kinase family","Y","N","N","HGNC:16243","MYLK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000140795","MYLK3","myosin light chain kinase 3","Myosin light chain kinase family","Y","N","N","HGNC:29826","MYLK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145949","MYLK4","myosin light chain kinase family member 4","Myosin light chain kinase family","Y","N","N","HGNC:27972","MYLK4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000095777","MYO3A","myosin IIIA",NA,"N","N","N","HGNC:7601","MYO3A","STE","STE20","NinaC","MYO3A","STE",NA,NA,"STE","STE"
"ENSG00000071909","MYO3B","myosin IIIB",NA,"N","N","N","HGNC:15576","MYO3B","STE","STE20","NinaC","MYO3B","STE",NA,NA,"STE","STE"
"ENSG00000008130","NADK","NAD kinase",NA,"N","Y","N","HGNC:29831","NADK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152620","NADK2","NAD kinase 2, mitochondrial",NA,"N","Y","N","HGNC:26404","NADK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000124357","NAGK","N-acetylglucosamine kinase",NA,"N","Y","N","HGNC:17174","NAGK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000137601","NEK1","NIMA related kinase 1","NIMA related kinase family","Y","N","N","HGNC:7744","NEK1","Other","NEK",NA,"NEK1","Other",NA,NA,"Other","Other"
"ENSG00000163491","NEK10","NIMA related kinase 10","NIMA related kinase family","Y","N","N","HGNC:18592","NEK10","Other","NEK",NA,"NEK10","Other",NA,NA,"Other","Other"
"ENSG00000114670","NEK11","NIMA related kinase 11","NIMA related kinase family","Y","N","N","HGNC:18593","NEK11","Other","NEK",NA,"NEK11","Other",NA,NA,"Other","Other"
"ENSG00000117650","NEK2","NIMA related kinase 2","NIMA related kinase family","Y","N","N","HGNC:7745","NEK2","Other","NEK",NA,"NEK2","Other",NA,NA,"Other","Other"
"ENSG00000136098","NEK3","NIMA related kinase 3","NIMA related kinase family","Y","N","N","HGNC:7746","NEK3","Other","NEK",NA,"NEK3","Other",NA,NA,"Other","Other"
"ENSG00000114904","NEK4","NIMA related kinase 4","NIMA related kinase family","Y","N","N","HGNC:11399","NEK4","Other","NEK",NA,"NEK4","Other",NA,NA,"Other","Other"
"ENSG00000197168","NEK5","NIMA related kinase 5","NIMA related kinase family","Y","N","N","HGNC:7748","NEK5","Other","NEK",NA,"NEK5","Other",NA,NA,"Other","Other"
"ENSG00000119408","NEK6","NIMA related kinase 6","NIMA related kinase family","Y","N","N","HGNC:7749","NEK6","Other","NEK",NA,"NEK6","Other",NA,NA,"Other","Other"
"ENSG00000151414","NEK7","NIMA related kinase 7","NIMA related kinase family","Y","N","N","HGNC:13386","NEK7","Other","NEK",NA,"NEK7","Other",NA,NA,"Other","Other"
"ENSG00000160602","NEK8","NIMA related kinase 8","NIMA related kinase family","Y","N","N","HGNC:13387","NEK8","Other","NEK",NA,"NEK8","Other",NA,NA,"Other","Other"
"ENSG00000119638","NEK9","NIMA related kinase 9","NIMA related kinase family","Y","N","N","HGNC:18591","NEK9","Other","NEK",NA,"NEK9","Other",NA,NA,"Other","Other"
"ENSG00000177453","NIM1K","NIM1 serine/threonine protein kinase","NIM1K family kinases","Y","N","N","HGNC:28646","NIM1K","CAMK","CAMKL","NIM1",NA,NA,NA,NA,"CAMK",NA
"ENSG00000087095","NLK","nemo like kinase","Mitogen-activated protein kinases","Y","N","N","HGNC:29858","NLK","CMGC","MAPK","nmo","NLK","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000239672","NME1","NME/NM23 nucleoside diphosphate kinase 1",NA,"N","Y","N","HGNC:7849","NME1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000011052","NME1-NME2","NME1-NME2 readthrough",NA,"N","Y","N","HGNC:33531","NME1-NME2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000243678","NME2","NME/NM23 nucleoside diphosphate kinase 2",NA,"N","Y","N","HGNC:7850","NME2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103024","NME3","NME/NM23 nucleoside diphosphate kinase 3",NA,"N","Y","N","HGNC:7851","NME3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103202","NME4","NME/NM23 nucleoside diphosphate kinase 4",NA,"N","Y","N","HGNC:7852","NME4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000172113","NME6","NME/NM23 nucleoside diphosphate kinase 6",NA,"N","Y","N","HGNC:20567","NME6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143156","NME7","NME/NM23 family member 7",NA,"N","Y","N","HGNC:20461","NME7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000106733","NMRK1","nicotinamide riboside kinase 1",NA,"N","Y","N","HGNC:26057","NMRK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000077009","NMRK2","nicotinamide riboside kinase 2",NA,"N","Y","N","HGNC:17871","NMRK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162408","NOL9","nucleolar protein 9",NA,"N","N","N","HGNC:26265","NOL9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169418","NPR1","natriuretic peptide receptor 1",NA,"N","Y","N","HGNC:7943","NPR1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000159899","NPR2","natriuretic peptide receptor 2",NA,"N","Y","N","HGNC:7944","NPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115216","NRBP1","nuclear receptor binding protein 1",NA,"N","N","N","HGNC:7993","NRBP1","Other","NRBP",NA,"NRBP1","Other",NA,NA,"Other","Other"
"ENSG00000185189","NRBP2","nuclear receptor binding protein 2",NA,"N","N","N","HGNC:19339","NRBP2","Other","NRBP",NA,"NRBP2","Other",NA,NA,"Other","Other"
"ENSG00000123572","NRK","Nik related kinase",NA,"N","N","N","HGNC:25391","NRK",NA,NA,NA,"NRK","STE",NA,NA,NA,"STE"
"ENSG00000198400","NTRK1","neurotrophic receptor tyrosine kinase 1","Receptor tyrosine kinases","Y","Y","N","HGNC:8031","NTRK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000148053","NTRK2","neurotrophic receptor tyrosine kinase 2","Receptor tyrosine kinases","Y","N","N","HGNC:8032","NTRK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000140538","NTRK3","neurotrophic receptor tyrosine kinase 3","Receptor tyrosine kinases","Y","Y","N","HGNC:8033","NTRK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
