kinase_id,HGNC_symbol,HGNC_ID,Name_hgnc,Is_phosphatase,Is_kinase_regulator,Is_anchoring_protein,Is_pseudokinase,Substrate_protein,Substrate_lipid,Substrate_nucleotide,Substrate_carbohydrate,Substrate_other,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,kinase_id_manning,manning_name,Group_manning,Family_manning,SubFamily_manning,Pseudogene_manning,Novelty_manning,InManning,Group_kinhub,Family_kinhub,SubFamily_kinhub,UniProt_kinhub,InKinHub,Group_match_manning_kinhub,Family_match_manning_kinhub,Group_consensus,Family_consensus,Metabolic_kegg,Lipid_kegg,Mouse_Symbol,Ensembl_Mouse
K0173,DYRK4,HGNC:3095,dual specificity tyrosine phosphorylation regulated kinase 4,N,N,N,N,Y,N,N,N,N,Dual-specificity tyrosine-regulated kinase family,3521,Approved,gene with protein product,SK116,DYRK4,CMGC,DYRK,Dyrk2,N,Known - Literature,Y,CMGC,DYRK,DYRK2,Q9NR20,Y,TRUE,TRUE,CMGC,DYRK,N,N,Dyrk4,ENSMUSG00000030345
K0174,EGFR,HGNC:3236,epidermal growth factor receptor,N,N,N,N,Y,N,N,N,N,Erb-b2 receptor tyrosine kinases,1096,Approved,gene with protein product,SK118,EGFR,TK,EGFR,"",N,Known - Literature,Y,TK,EGFR,"",P00533,Y,TRUE,TRUE,TK,EGFR,Y,N,Egfr,ENSMUSG00000020122
K0175,EIF2AK1,HGNC:24921,eukaryotic translation initiation factor 2 alpha kinase 1,N,N,N,N,Y,N,N,N,N,Eukaryotic translation initiation factor 2 alpha kinases,2124,Approved,gene with protein product,SK496,,Other,PEK,"",N,Known - Refseq,Y,Other,PEK,"",Q9BQI3,Y,TRUE,TRUE,Other,PEK,N,N,Eif2ak1,ENSMUSG00000029613
K0176,EIF2AK2,HGNC:9437,eukaryotic translation initiation factor 2 alpha kinase 2,N,N,N,N,Y,N,N,N,N,Eukaryotic translation initiation factor 2 alpha kinases,2124,Approved,gene with protein product,SK119,,Other,PEK,"",N,Known - Refseq,Y,Other,PEK,"",P19525,Y,TRUE,TRUE,Other,PEK,N,N,Eif2ak2,ENSMUSG00000024079
K0177,EIF2AK3,HGNC:3255,eukaryotic translation initiation factor 2 alpha kinase 3,N,N,N,N,Y,N,N,N,N,Eukaryotic translation initiation factor 2 alpha kinases,2124,Approved,gene with protein product,SK281,,Other,PEK,PEK,N,Known - Refseq,Y,Other,PEK,PEK,Q9NZJ5,Y,TRUE,TRUE,Other,PEK,N,Y,Eif2ak3,ENSMUSG00000031668
K0178,EIF2AK4,HGNC:19687,eukaryotic translation initiation factor 2 alpha kinase 4,N,N,N,N,Y,N,N,N,N,Eukaryotic translation initiation factor 2 alpha kinases,2124,Approved,gene with protein product,SK490,,Other,PEK,GCN2,N,Known - Literature,Y,Other,PEK,GCN2,Q9P2K8,Y,TRUE,TRUE,Other,PEK,N,N,Eif2ak4,ENSMUSG00000005102
K0179,EPHA1,HGNC:3385,EPH receptor A1,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK121,EphA1,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P21709,Y,TRUE,TRUE,TK,Eph,N,N,Epha1,ENSMUSG00000029859
K0180,EPHA10,HGNC:19987,EPH receptor A10,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK627,EphA10,TK,Eph,"",N,Novel,Y,TK,Eph,"",Q5JZY3,Y,TRUE,TRUE,TK,Eph,N,N,Epha10,ENSMUSG00000028876
K0181,EPHA2,HGNC:3386,EPH receptor A2,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK122,EphA2,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P29317,Y,TRUE,TRUE,TK,Eph,N,N,Epha2,ENSMUSG00000006445
K0182,EPHA3,HGNC:3387,EPH receptor A3,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK123,EphA3,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P29320,Y,TRUE,TRUE,TK,Eph,N,N,Epha3,ENSMUSG00000052504
K0183,EPHA4,HGNC:3388,EPH receptor A4,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK124,EphA4,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P54764,Y,TRUE,TRUE,TK,Eph,N,N,Epha4,ENSMUSG00000026235
K0184,EPHA5,HGNC:3389,EPH receptor A5,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK125,EphA5,TK,Eph,"",N,Known - Literature,Y,TK,Eph,"",P54756,Y,TRUE,TRUE,TK,Eph,N,N,Epha5,ENSMUSG00000029245
K0185,EPHA6,HGNC:19296,EPH receptor A6,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK646,EphA6,TK,Eph,"",N,Novel,Y,TK,Eph,"",Q9UF33,Y,TRUE,TRUE,TK,Eph,N,N,Epha6,ENSMUSG00000055540
K0186,EPHA7,HGNC:3390,EPH receptor A7,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK416,EphA7,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",Q15375,Y,TRUE,TRUE,TK,Eph,N,N,Epha7,ENSMUSG00000028289
K0187,EPHA8,HGNC:3391,EPH receptor A8,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK126,EphA8,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P29322,Y,TRUE,TRUE,TK,Eph,N,N,Epha8,ENSMUSG00000028661
K0188,EPHB1,HGNC:3392,EPH receptor B1,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK127,EphB1,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P54762,Y,TRUE,TRUE,TK,Eph,N,N,Ephb1,ENSMUSG00000032537
K0189,EPHB2,HGNC:3393,EPH receptor B2,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK128,EphB2,TK,Eph,"",N,Known - Literature,Y,TK,Eph,"",P29323,Y,TRUE,TRUE,TK,Eph,N,N,Ephb2,ENSMUSG00000028664
K0190,EPHB3,HGNC:3394,EPH receptor B3,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK129,EphB3,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P54753,Y,TRUE,TRUE,TK,Eph,N,N,Ephb3,ENSMUSG00000005958
K0191,EPHB4,HGNC:3395,EPH receptor B4,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK130,EphB4,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",P54760,Y,TRUE,TRUE,TK,Eph,N,N,Ephb4,ENSMUSG00000029710
K0192,EPHB6,HGNC:3396,EPH receptor B6,N,N,N,N,Y,N,N,N,N,EPH receptors,1095,Approved,gene with protein product,SK132,EphB6,TK,Eph,"",N,Known - Refseq,Y,TK,Eph,"",O15197,Y,TRUE,TRUE,TK,Eph,N,N,Ephb6,ENSMUSG00000029869
K0193,ERBB2,HGNC:3430,erb-b2 receptor tyrosine kinase 2,N,N,N,N,Y,N,N,N,N,Erb-b2 receptor tyrosine kinases,1096,Approved,gene with protein product,SK166,,TK,EGFR,"",N,Known - Literature,Y,TK,EGFR,"",P04626,Y,TRUE,TRUE,TK,EGFR,Y,N,Erbb2,ENSMUSG00000062312
K0194,ERBB3,HGNC:3431,erb-b2 receptor tyrosine kinase 3,N,N,N,N,Y,N,N,N,N,Erb-b2 receptor tyrosine kinases,1096,Approved,gene with protein product,SK167,,TK,EGFR,"",N,Known - Literature,Y,TK,EGFR,"",P21860,Y,TRUE,TRUE,TK,EGFR,N,N,Erbb3,ENSMUSG00000018166
K0195,ERBB4,HGNC:3432,erb-b2 receptor tyrosine kinase 4,N,N,N,N,Y,N,N,N,N,Erb-b2 receptor tyrosine kinases,1096,Approved,gene with protein product,SK168,,TK,EGFR,"",N,Known - Literature,Y,TK,EGFR,"",Q15303,Y,TRUE,TRUE,TK,EGFR,N,N,Erbb4,ENSMUSG00000062209
K0196,ETNK1,HGNC:24649,ethanolamine kinase 1,N,N,N,N,N,Y,N,N,N,Ethanolamine kinase family,3532,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Ethanolamine kinase family,Ethanolamine kinase family,Y,Y,Etnk1,ENSMUSG00000030275
K0197,ETNK2,HGNC:25575,ethanolamine kinase 2,N,N,N,N,N,Y,N,N,N,Ethanolamine kinase family,3532,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Ethanolamine kinase family,Ethanolamine kinase family,Y,Y,Etnk2,ENSMUSG00000070644
K0198,EZR,HGNC:12691,ezrin,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Ezr,ENSMUSG00000052397
K0199,FAM20A,HGNC:23015,FAM20A golgi associated secretory pathway pseudokinase,N,N,N,N,Y,N,N,N,N,Golgi associated kinase family,1637,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Golgi associated kinase family,Golgi associated kinase family,N,N,Fam20a,ENSMUSG00000020614
K0200,FAM20B,HGNC:23017,FAM20B glycosaminoglycan xylosylkinase,N,N,N,N,Y,N,N,N,N,Golgi associated kinase family,1637,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Golgi associated kinase family,Golgi associated kinase family,N,N,Fam20b,ENSMUSG00000033557
K0201,FAM20C,HGNC:22140,FAM20C golgi associated secretory pathway kinase,N,N,N,N,Y,N,N,N,N,Golgi associated kinase family,1637,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Golgi associated kinase family,Golgi associated kinase family,N,N,Fam20c,ENSMUSG00000025854
K0202,FER,HGNC:3655,FER tyrosine kinase,N,N,N,N,Y,N,N,N,N,Fes family tyrosine kinases,1461,Approved,gene with protein product,SK140,FER,TK,Fer,"",N,Known - Refseq,Y,TK,Fer,"",P16591,Y,TRUE,TRUE,TK,Fer,N,N,Fer,ENSMUSG00000000127
K0203,FES,HGNC:3657,"FES proto-oncogene, tyrosine kinase",N,N,N,N,Y,N,N,N,N,Fes family tyrosine kinases,1461,Approved,gene with protein product,SK142,FES,TK,Fer,"",N,Known - Literature,Y,TK,Fer,"",P07332,Y,TRUE,TRUE,TK,Fer,N,N,Fes,ENSMUSG00000053158
K0204,FGFR1,HGNC:3688,fibroblast growth factor receptor 1,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK143,FGFR1,TK,FGFR,"",N,Known - Literature,Y,TK,FGFR,"",P11362,Y,TRUE,TRUE,TK,FGFR,Y,N,Fgfr1,ENSMUSG00000031565
K0205,FGFR2,HGNC:3689,fibroblast growth factor receptor 2,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK144,FGFR2,TK,FGFR,"",N,Known - Literature,Y,TK,FGFR,"",P21802,Y,TRUE,TRUE,TK,FGFR,Y,N,Fgfr2,ENSMUSG00000030849
K0206,FGFR3,HGNC:3690,fibroblast growth factor receptor 3,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK145,FGFR3,TK,FGFR,"",N,Known - Literature,Y,TK,FGFR,"",P22607,Y,TRUE,TRUE,TK,FGFR,Y,N,Fgfr3,ENSMUSG00000054252
K0207,FGFR4,HGNC:3691,fibroblast growth factor receptor 4,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK147,FGFR4,TK,FGFR,"",N,Known - Literature,Y,TK,FGFR,"",P22455,Y,TRUE,TRUE,TK,FGFR,N,N,Fgfr4,ENSMUSG00000005320
K0208,FGR,HGNC:3697,"FGR proto-oncogene, Src family tyrosine kinase",N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK148,FGR,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P09769,Y,TRUE,TRUE,TK,Src,N,N,Fgr,ENSMUSG00000028874
K0209,FJX1,HGNC:17166,four-jointed box kinase 1,N,N,N,N,Y,N,N,N,N,Golgi associated kinase family,1637,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Golgi associated kinase family,Golgi associated kinase family,N,N,Fjx1,ENSMUSG00000075012
K0210,FLT1,HGNC:3763,fms related receptor tyrosine kinase 1,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK150,FLT1,TK,VEGFR,"",N,Known - Literature,Y,TK,VEGFR,"",P17948,Y,TRUE,TRUE,TK,VEGFR,N,N,Flt1,ENSMUSG00000029648
K0211,FLT3,HGNC:3765,fms related receptor tyrosine kinase 3,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK149,FLT3,TK,PDGFR,"",N,Known - Literature,Y,TK,PDGFR,"",P36888,Y,TRUE,TRUE,TK,PDGFR,Y,N,Flt3,ENSMUSG00000042817
K0212,FLT4,HGNC:3767,fms related receptor tyrosine kinase 4,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK151,FLT4,TK,VEGFR,"",N,Known - Literature,Y,TK,VEGFR,"",P35916,Y,TRUE,TRUE,TK,VEGFR,N,N,Flt4,ENSMUSG00000020357
K0213,FRK,HGNC:3955,fyn related Src family tyrosine kinase,N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK419,FRK,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P42685,Y,TRUE,TRUE,TK,Src,N,N,Frk,ENSMUSG00000019779
K0214,FYN,HGNC:4037,"FYN proto-oncogene, Src family tyrosine kinase",N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK153,FYN,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P06241,Y,TRUE,TRUE,TK,Src,N,Y,Fyn,ENSMUSG00000019843
K0215,GASK1A,HGNC:24485,golgi associated kinase 1A,N,N,N,N,Y,N,N,N,N,Golgi associated kinase family,1637,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Golgi associated kinase family,Golgi associated kinase family,N,N,Gask1a,ENSMUSG00000038233
K0216,GASK1B,HGNC:25312,golgi associated kinase 1B,N,N,N,N,Y,N,N,N,N,Golgi associated kinase family,1637,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Golgi associated kinase family,Golgi associated kinase family,N,N,Gask1b,ENSMUSG00000027955
K0217,GCK,HGNC:4195,glucokinase,N,N,N,N,Y,N,N,Y,N,Hexokinase family,3429,Approved,gene with protein product,SK048,GCK,STE,STE20,KHS,N,Known - Refseq,Y,,,,,N,,,STE,STE20,Y,N,Gck,ENSMUSG00000041798
K0218,GK,HGNC:4289,glycerol kinase,N,N,N,N,N,N,N,Y,N,Glycerol kinase family,568,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Glycerol kinase family,Glycerol kinase family,Y,Y,Gk,ENSMUSG00000025059
K0219,GK2,HGNC:4291,glycerol kinase 2,N,N,N,N,N,N,N,Y,N,Glycerol kinase family,568,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Glycerol kinase family,Glycerol kinase family,Y,Y,Gk2,ENSMUSG00000050553
K0220,GK3,HGNC:4292,glycerol kinase 3,N,N,N,N,N,N,N,Y,N,Glycerol kinase family,568,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Glycerol kinase family,Glycerol kinase family,Y,Y,Gk,ENSMUSG00000025059
K0221,GK4P,HGNC:4295,glycerol kinase 4 pseudogene,N,N,N,N,N,N,N,Y,N,Glycerol kinase family,568,Approved,pseudogene,,,,,,,,N,,,,,N,,,Glycerol kinase family,Glycerol kinase family,N,N,,
K0222,GK5,HGNC:28635,glycerol kinase 5,N,N,N,N,N,N,N,Y,N,Glycerol kinase family,568,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Glycerol kinase family,Glycerol kinase family,N,N,Gk5,ENSMUSG00000041440
K0223,GK6P,HGNC:23263,glycerol kinase 6 pseudogene,N,N,N,N,N,N,N,Y,N,Glycerol kinase family,568,Approved,pseudogene,,,,,,,,N,,,,,N,,,Glycerol kinase family,Glycerol kinase family,N,N,,
K0224,GRK1,HGNC:10013,G protein-coupled receptor kinase 1,N,N,N,N,Y,N,N,N,N,G protein-coupled receptor kinase family,3487,Approved,gene with protein product,SK327,,AGC,GRK,GRK,N,Known - Literature,Y,AGC,GRK,GRK,Q15835,Y,TRUE,TRUE,AGC,GRK,N,N,Grk1,ENSMUSG00000031450
K0225,GRK2,HGNC:289,G protein-coupled receptor kinase 2,N,N,N,N,Y,N,N,N,N,G protein-coupled receptor kinase family,3487,Approved,gene with protein product,,,,,,,,N,,,,,N,,,G protein-coupled receptor kinase family,G protein-coupled receptor kinase family,N,N,Grk2,ENSMUSG00000024858
K0226,GRK3,HGNC:290,G protein-coupled receptor kinase 3,N,N,N,N,Y,N,N,N,N,G protein-coupled receptor kinase family,3487,Approved,gene with protein product,,,,,,,,N,,,,,N,,,G protein-coupled receptor kinase family,G protein-coupled receptor kinase family,N,N,Grk3,ENSMUSG00000042249
K0227,GRK4,HGNC:4543,G protein-coupled receptor kinase 4,N,N,N,N,Y,N,N,N,N,G protein-coupled receptor kinase family,3487,Approved,gene with protein product,SK156,,AGC,GRK,GRK,N,Known - Literature,Y,AGC,GRK,GRK,P32298,Y,TRUE,TRUE,AGC,GRK,N,N,Grk4,ENSMUSG00000052783
K0228,GRK5,HGNC:4544,G protein-coupled receptor kinase 5,N,N,N,N,Y,N,N,N,N,G protein-coupled receptor kinase family,3487,Approved,gene with protein product,SK157,,AGC,GRK,GRK,N,Known - Literature,Y,AGC,GRK,GRK,P34947,Y,TRUE,TRUE,AGC,GRK,N,N,Grk5,ENSMUSG00000003228
K0229,GRK6,HGNC:4545,G protein-coupled receptor kinase 6,N,N,N,N,Y,N,N,N,N,G protein-coupled receptor kinase family,3487,Approved,gene with protein product,SK158,,AGC,GRK,GRK,N,Known - Literature,Y,AGC,GRK,GRK,P43250,Y,TRUE,TRUE,AGC,GRK,N,N,Grk6,ENSMUSG00000074886
K0230,GRK7,HGNC:17031,G protein-coupled receptor kinase 7,N,N,N,N,Y,N,N,N,N,G protein-coupled receptor kinase family,3487,Approved,gene with protein product,SK578,,AGC,GRK,GRK,N,Known - Literature,Y,AGC,GRK,GRK,Q8WTQ7,Y,TRUE,TRUE,AGC,GRK,N,N,,
K0231,GSK3A,HGNC:4616,glycogen synthase kinase 3 alpha,N,N,N,N,Y,N,N,N,N,Glycogen synthase kinase 3 family,3422,Approved,gene with protein product,SK162,GSK3A,CMGC,GSK,"",N,Known - Literature,Y,CMGC,GSK,"",P49840,Y,TRUE,TRUE,CMGC,GSK,N,N,Gsk3a,ENSMUSG00000057177
K0232,GSK3B,HGNC:4617,glycogen synthase kinase 3 beta,N,N,N,N,Y,N,N,N,N,Glycogen synthase kinase 3 family,3422,Approved,gene with protein product,SK163,GSK3B,CMGC,GSK,"",N,Known - Literature,Y,CMGC,GSK,"",P49841,Y,TRUE,TRUE,CMGC,GSK,N,Y,Gsk3b,ENSMUSG00000022812
K0233,HCK,HGNC:4840,"HCK proto-oncogene, Src family tyrosine kinase",N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK164,HCK,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P08631,Y,TRUE,TRUE,TK,Src,N,N,Hck,ENSMUSG00000003283
K0234,HIPK1,HGNC:19006,homeodomain interacting protein kinase 1,N,N,N,N,Y,N,N,N,N,Homeodomain interacting protein kinase family,3446,Approved,gene with protein product,SK169,HIPK1,CMGC,DYRK,HIPK,N,Known - Literature,Y,CMGC,DYRK,HIPK,Q86Z02,Y,TRUE,TRUE,CMGC,DYRK,N,N,Hipk1,ENSMUSG00000008730
K0235,HIPK2,HGNC:14402,homeodomain interacting protein kinase 2,N,N,N,N,Y,N,N,N,N,Homeodomain interacting protein kinase family,3446,Approved,gene with protein product,SK495,HIPK2,CMGC,DYRK,HIPK,N,Known - Refseq,Y,CMGC,DYRK,HIPK,Q9H2X6,Y,TRUE,TRUE,CMGC,DYRK,N,N,Hipk2,ENSMUSG00000061436
K0236,HIPK3,HGNC:4915,homeodomain interacting protein kinase 3,N,N,N,N,Y,N,N,N,N,Homeodomain interacting protein kinase family,3446,Approved,gene with protein product,SK314,HIPK3,CMGC,DYRK,HIPK,N,Known - Refseq,Y,CMGC,DYRK,HIPK,Q9H422,Y,TRUE,TRUE,CMGC,DYRK,N,N,Hipk3,ENSMUSG00000027177
K0237,HIPK4,HGNC:19007,homeodomain interacting protein kinase 4,N,N,N,N,Y,N,N,N,N,Homeodomain interacting protein kinase family,3446,Approved,gene with protein product,SK582,HIPK4,CMGC,DYRK,HIPK,N,Novel,Y,CMGC,DYRK,HIPK,Q8NE63,Y,TRUE,TRUE,CMGC,DYRK,N,N,Hipk4,ENSMUSG00000040424
K0238,HK1,HGNC:4922,hexokinase 1,N,N,N,N,N,N,N,Y,N,Hexokinase family,3429,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Hexokinase family,Hexokinase family,Y,N,Hk1,ENSMUSG00000037012
K0239,HK2,HGNC:4923,hexokinase 2,N,N,N,N,N,N,N,Y,N,Hexokinase family,3429,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Hexokinase family,Hexokinase family,Y,N,Hk2,ENSMUSG00000000628
K0240,HK3,HGNC:4925,hexokinase 3,N,N,N,N,N,N,N,Y,N,Hexokinase family,3429,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Hexokinase family,Hexokinase family,Y,N,Hk3,ENSMUSG00000025877
K0241,HKDC1,HGNC:23302,hexokinase domain containing 1,N,N,N,N,N,N,N,Y,N,Hexokinase family,3429,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Hexokinase family,Hexokinase family,Y,N,Hkdc1,ENSMUSG00000020080
K0242,HUNK,HGNC:13326,hormonally up-regulated Neu-associated kinase,N,N,N,N,Y,N,N,N,N,HUNK family kinases,3544,Approved,gene with protein product,SK502,HUNK,CAMK,CAMKL,HUNK,N,Known - Refseq,Y,CAMK,CAMKL,HUNK,P57058,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Hunk,ENSMUSG00000053414
K0243,HYCC1,HGNC:24587,hyccin PI4KA lipid kinase complex subunit 1,N,N,N,N,N,Y,N,N,N,PI4KA lipid kinase complex,1588,Approved,gene with protein product,,,,,,,,N,,,,,N,,,PI4KA lipid kinase complex,PI4KA lipid kinase complex,N,N,Hycc1,ENSMUSG00000028995
K0244,HYCC2,HGNC:28593,hyccin PI4KA lipid kinase complex subunit 2,N,N,N,N,N,Y,N,N,N,PI4KA lipid kinase complex,1588,Approved,gene with protein product,,,,,,,,N,,,,,N,,,PI4KA lipid kinase complex,PI4KA lipid kinase complex,N,N,Hycc2,ENSMUSG00000038174
K0245,IKBKB,HGNC:5960,inhibitor of nuclear factor kappa B kinase subunit beta,N,N,N,N,Y,N,N,N,N,I kappa B kinases,1802,Approved,gene with protein product,SK176,,Other,IKK,"",N,Known - Literature,Y,Other,IKK,"",O14920,Y,TRUE,TRUE,Other,IKK,N,Y,Ikbkb,ENSMUSG00000031537
K0246,IKBKE,HGNC:14552,inhibitor of nuclear factor kappa B kinase subunit epsilon,N,N,N,N,Y,N,N,N,N,I kappa B kinases,1802,Approved,gene with protein product,SK193,,Other,IKK,"",N,Known - Refseq,Y,Other,IKK,"",Q14164,Y,TRUE,TRUE,Other,IKK,N,Y,Ikbke,ENSMUSG00000042349
K0247,ITK,HGNC:6171,IL2 inducible T cell kinase,N,N,N,N,Y,N,N,N,N,Tec family tyrosine kinases,1457,Approved,gene with protein product,SK184,ITK,TK,Tec,"",N,Known - Literature,Y,TK,Tec,"",Q08881,Y,TRUE,TRUE,TK,Tec,N,N,Itk,ENSMUSG00000020395
K0248,JAK1,HGNC:6190,Janus kinase 1,N,N,N,N,Y,N,N,N,N,Jak family tyrosine kinases,1459,Approved,gene with protein product,SK185,JAK1,TK,JakA,"",N,Known - Literature,Y,TK,Jak,"",P23458,Y,TRUE,FALSE,TK,JakA,N,N,Jak1,ENSMUSG00000028530
K0249,JAK2,HGNC:6192,Janus kinase 2,N,N,N,N,Y,N,N,N,N,Jak family tyrosine kinases,1459,Approved,gene with protein product,SK186,JAK2,TK,JakA,"",N,Known - Literature,Y,TK,Jak,"",O60674,Y,TRUE,FALSE,TK,JakA,N,Y,Jak2,ENSMUSG00000024789
K0250,JAK3,HGNC:6193,Janus kinase 3,N,N,N,N,Y,N,N,N,N,Jak family tyrosine kinases,1459,Approved,gene with protein product,SK187,JAK3,TK,JakA,"",N,Known - Literature,Y,TK,Jak,"",P52333,Y,TRUE,FALSE,TK,JakA,N,N,Jak3,ENSMUSG00000031805
K0251,KDR,HGNC:6307,kinase insert domain receptor,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK402,KDR,TK,VEGFR,"",N,Known - Literature,Y,TK,VEGFR,"",P35968,Y,TRUE,TRUE,TK,VEGFR,N,N,Kdr,ENSMUSG00000062960
K0252,KIT,HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK201,KIT,TK,PDGFR,"",N,Known - Literature,Y,TK,PDGFR,"",P10721,Y,TRUE,TRUE,TK,PDGFR,Y,N,Kit,ENSMUSG00000005672
K0253,LATS1,HGNC:6514,large tumor suppressor kinase 1,N,N,N,N,Y,N,N,N,N,Large tumor suppressor kinase family,3492,Approved,gene with protein product,SK441,LATS1,AGC,NDR,"",N,Known - Literature,Y,AGC,NDR,"",O95835,Y,TRUE,TRUE,AGC,NDR,N,N,Lats1,ENSMUSG00000040021
K0254,LATS2,HGNC:6515,large tumor suppressor kinase 2,N,N,N,N,Y,N,N,N,N,Large tumor suppressor kinase family,3492,Approved,gene with protein product,SK442,LATS2,AGC,NDR,"",N,Known - Literature,Y,AGC,NDR,"",Q9NRM7,Y,TRUE,TRUE,AGC,NDR,N,N,Lats2,ENSMUSG00000021959
K0255,LCK,HGNC:6524,"LCK proto-oncogene, Src family tyrosine kinase",N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK206,LCK,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P06239,Y,TRUE,TRUE,TK,Src,N,N,Lck,ENSMUSG00000000409
K0256,LIMK1,HGNC:6613,LIM domain kinase 1,N,N,N,N,Y,N,N,N,N,LIMK/TESK kinase family,1617,Approved,gene with protein product,SK412,LIMK1,TKL,LISK,LIMK,N,Known - Refseq,Y,TKL,LISK,LIMK,P53667,Y,TRUE,TRUE,TKL,LISK,N,N,Limk1,ENSMUSG00000029674
K0257,LIMK2,HGNC:6614,LIM domain kinase 2,N,N,N,N,Y,N,N,N,N,LIMK/TESK kinase family,1617,Approved,gene with protein product,SK207,LIMK2,TKL,LISK,LIMK,N,Known - Refseq,Y,TKL,LISK,LIMK,P53671,Y,TRUE,TRUE,TKL,LISK,N,N,Limk2,ENSMUSG00000020451
K0258,LMTK2,HGNC:17880,lemur tyrosine kinase 2,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK414,,TK,Lmr,"",N,Novel,Y,TK,Lmr,"",Q8IWU2,Y,TRUE,TRUE,TK,Lmr,N,N,Lmtk2,ENSMUSG00000038970
