ensembl_gene_id,external_gene_name,description,hgnc_symbol,hgnc_id,go_id
ENSG00000188130,MAPK12,mitogen-activated protein kinase 12,MAPK12,6874,GO:0000165;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0006468;GO:0007165;GO:0007517;GO:0016301;GO:0016504;GO:0016740;GO:0033554;GO:0035556;GO:0042770;GO:0045445;GO:0045786;GO:0046872;GO:0051149;GO:0051726;GO:0106310
ENSG00000156711,MAPK13,mitogen-activated protein kinase 13,MAPK13,6875,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0006970;GO:0016301;GO:0016740;GO:0032755;GO:0033554;GO:0034644;GO:0035556;GO:0050729;GO:0051403;GO:0070301;GO:0071347;GO:0072709;GO:0072740;GO:0106310;GO:1903936
ENSG00000112062,MAPK14,mitogen-activated protein kinase 14,MAPK14,6876,GO:0000077;GO:0000165;GO:0000166;GO:0000902;GO:0000922;GO:0001502;GO:0001525;GO:0001649;GO:0001890;GO:0002021;GO:0002062;GO:0002862;GO:0004672;GO:0004674;GO:0004707;GO:0004708;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0006006;GO:0006355;GO:0006357;GO:0006366;GO:0006468;GO:0006915;GO:0006935;GO:0006974;GO:0007165;GO:0007166;GO:0007178;GO:0007519;GO:0010628;GO:0010831;GO:0016301;GO:0016607;GO:0016740;GO:0019395;GO:0019899;GO:0019903;GO:0030168;GO:0030278;GO:0030316;GO:0031098;GO:0031281;GO:0031663;GO:0032495;GO:0032496;GO:0032735;GO:0032868;GO:0033209;GO:0033554;GO:0034774;GO:0035331;GO:0035556;GO:0035924;GO:0035994;GO:0038066;GO:0042307;GO:0042770;GO:0045648;GO:0045663;GO:0045944;GO:0046323;GO:0046326;GO:0048010;GO:0048273;GO:0048863;GO:0051146;GO:0051149;GO:0051403;GO:0051525;GO:0051604;GO:0060045;GO:0060348;GO:0070269;GO:0070935;GO:0071222;GO:0071223;GO:0071356;GO:0071479;GO:0071493;GO:0090090;GO:0090336;GO:0090398;GO:0090400;GO:0098586;GO:0098978;GO:0099179;GO:0106310;GO:1900015;GO:1901741;GO:1904784;GO:1904813;GO:2000379
ENSG00000274205,MAPK15,mitogen-activated protein kinase 15,MAPK15,24667,GO:0000165;GO:0000166;GO:0003400;GO:0003682;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005769;GO:0005770;GO:0005776;GO:0005794;GO:0005814;GO:0005819;GO:0005856;GO:0005901;GO:0005911;GO:0005923;GO:0005925;GO:0006468;GO:0006974;GO:0007029;GO:0007173;GO:0008284;GO:0010506;GO:0010759;GO:0016301;GO:0016740;GO:0017124;GO:0019902;GO:0030336;GO:0031410;GO:0032206;GO:0032872;GO:0033554;GO:0034198;GO:0035556;GO:0036064;GO:0042995;GO:0045944;GO:0046777;GO:0051403;GO:0051493;GO:0070161;GO:0070849;GO:0072584;GO:0090170;GO:0090494;GO:0106310;GO:0120041;GO:1902017;GO:1904491;GO:2000641
ENSG00000181085,MAPK15,mitogen-activated protein kinase 15,MAPK15,24667,GO:0000165;GO:0000166;GO:0003400;GO:0003682;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005776;GO:0005794;GO:0005814;GO:0005819;GO:0005856;GO:0005911;GO:0005923;GO:0006468;GO:0006974;GO:0007029;GO:0008284;GO:0010506;GO:0016301;GO:0016740;GO:0017124;GO:0030336;GO:0031410;GO:0032206;GO:0033554;GO:0035556;GO:0036064;GO:0042995;GO:0045944;GO:0046777;GO:0070161;GO:0072687;GO:0090494;GO:0106310;GO:1902017;GO:1904491;GO:1905188;GO:1905832
ENSG00000102882,MAPK3,mitogen-activated protein kinase 3,MAPK3,6877,GO:0000045;GO:0000165;GO:0000166;GO:0001784;GO:0002841;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005739;GO:0005769;GO:0005770;GO:0005788;GO:0005794;GO:0005829;GO:0005856;GO:0005886;GO:0005901;GO:0005925;GO:0005929;GO:0006351;GO:0006468;GO:0006915;GO:0006974;GO:0007166;GO:0007173;GO:0008286;GO:0009887;GO:0010468;GO:0010507;GO:0010508;GO:0010759;GO:0014032;GO:0014044;GO:0015630;GO:0016020;GO:0016301;GO:0016310;GO:0016740;GO:0019233;GO:0019902;GO:0030278;GO:0030509;GO:0030641;GO:0030878;GO:0031143;GO:0031281;GO:0031663;GO:0031669;GO:0032206;GO:0032435;GO:0032496;GO:0032872;GO:0034198;GO:0035556;GO:0036064;GO:0038083;GO:0038133;GO:0038202;GO:0042473;GO:0042552;GO:0042593;GO:0042770;GO:0042802;GO:0043330;GO:0045944;GO:0048009;GO:0048538;GO:0050804;GO:0050821;GO:0050868;GO:0051216;GO:0051403;GO:0051493;GO:0060020;GO:0060324;GO:0060425;GO:0060440;GO:0061308;GO:0061514;GO:0070161;GO:0070371;GO:0070374;GO:0070498;GO:0070849;GO:0071260;GO:0071356;GO:0072584;GO:0090170;GO:0090370;GO:0098792;GO:0098978;GO:0106310;GO:0120041;GO:0140297;GO:0150078;GO:1904262;GO:1904417;GO:2000641
ENSG00000141639,MAPK4,mitogen-activated protein kinase 4,MAPK4,6878,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005769;GO:0005770;GO:0005794;GO:0005829;GO:0005901;GO:0005925;GO:0006468;GO:0007173;GO:0010759;GO:0016301;GO:0016740;GO:0019901;GO:0019902;GO:0032206;GO:0032872;GO:0034198;GO:0035556;GO:0042803;GO:0046982;GO:0051403;GO:0051493;GO:0070849;GO:0072584;GO:0090170;GO:0106310;GO:0120041;GO:2000641
ENSG00000069956,MAPK6,mitogen-activated protein kinase 6,MAPK6,6879,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0007165;GO:0016301;GO:0016740;GO:0019901;GO:0032156;GO:0032991;GO:0035556;GO:0046982;GO:0060999;GO:0106310
ENSG00000166484,MAPK7,mitogen-activated protein kinase 7,MAPK7,6880,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004707;GO:0004857;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005769;GO:0005770;GO:0005794;GO:0005829;GO:0005901;GO:0005925;GO:0006468;GO:0007165;GO:0007173;GO:0007189;GO:0010759;GO:0016301;GO:0016605;GO:0016740;GO:0019902;GO:0030154;GO:0032206;GO:0032872;GO:0033173;GO:0033554;GO:0034115;GO:0034198;GO:0034392;GO:0035556;GO:0043066;GO:0045765;GO:0045944;GO:0050728;GO:0051019;GO:0051247;GO:0051403;GO:0051493;GO:0060761;GO:0070301;GO:0070849;GO:0070885;GO:0071363;GO:0071499;GO:0071560;GO:0072584;GO:0090170;GO:0106310;GO:0120041;GO:0141124;GO:1902176;GO:2000352;GO:2000641;GO:2001240
ENSG00000107643,MAPK8,mitogen-activated protein kinase 8,MAPK8,6881,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004705;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006302;GO:0006468;GO:0006979;GO:0007254;GO:0007258;GO:0009411;GO:0009612;GO:0010628;GO:0016241;GO:0016301;GO:0016740;GO:0018105;GO:0018107;GO:0019899;GO:0019903;GO:0030424;GO:0031281;GO:0031343;GO:0032091;GO:0032880;GO:0034198;GO:0034599;GO:0034614;GO:0035033;GO:0038095;GO:0042752;GO:0042826;GO:0043065;GO:0043066;GO:0043488;GO:0044546;GO:0045202;GO:0048511;GO:0051247;GO:0051403;GO:0061157;GO:0070212;GO:0071222;GO:0071260;GO:0090398;GO:0097009;GO:0097441;GO:0106310;GO:0120283;GO:1900227;GO:1903749;GO:1990166
ENSG00000050748,MAPK9,mitogen-activated protein kinase 9,MAPK9,6886,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004705;GO:0004707;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0006468;GO:0007254;GO:0010628;GO:0010744;GO:0016301;GO:0016607;GO:0016740;GO:0031398;GO:0032436;GO:0033554;GO:0034614;GO:0038095;GO:0042752;GO:0043488;GO:0046686;GO:0048511;GO:0050804;GO:0061157;GO:0061833;GO:0071803;GO:0090398;GO:0090594;GO:0097190;GO:0098685;GO:0106310;GO:1900017;GO:2001235
ENSG00000162889,MAPKAPK2,MAPK activated protein kinase 2,MAPKAPK2,6887,GO:0000165;GO:0000166;GO:0002224;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0006468;GO:0006691;GO:0006954;GO:0006974;GO:0009931;GO:0010803;GO:0016301;GO:0016740;GO:0032496;GO:0032675;GO:0032680;GO:0032760;GO:0034097;GO:0035556;GO:0035924;GO:0036064;GO:0038066;GO:0043488;GO:0044351;GO:0048010;GO:0048255;GO:0048839;GO:0051019;GO:0060907;GO:0070062;GO:0070935;GO:0106310;GO:1900034
ENSG00000114738,MAPKAPK3,MAPK activated protein kinase 3,MAPKAPK3,6888,GO:0000165;GO:0000166;GO:0002224;GO:0004672;GO:0004674;GO:0004683;GO:0004708;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0007165;GO:0009931;GO:0016301;GO:0016740;GO:0032496;GO:0034097;GO:0035556;GO:0044351;GO:0048010;GO:0051019;GO:0106310
ENSG00000089022,MAPKAPK5,MAPK activated protein kinase 5,MAPKAPK5,6889,GO:0000165;GO:0000166;GO:0002039;GO:0004672;GO:0004674;GO:0004683;GO:0004708;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006417;GO:0006468;GO:0007165;GO:0007265;GO:0009931;GO:0016301;GO:0016740;GO:0032007;GO:0032156;GO:0032206;GO:0032991;GO:0045944;GO:0046777;GO:0051019;GO:0060999;GO:0090398;GO:0090400;GO:0106310;GO:1901796;GO:1902531
ENSG00000116141,MARK1,microtubule affinity regulating kinase 1,MARK1,6896,GO:0000166;GO:0000226;GO:0000287;GO:0001764;GO:0001786;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005546;GO:0005737;GO:0005856;GO:0005886;GO:0006468;GO:0007010;GO:0008289;GO:0010628;GO:0010629;GO:0010719;GO:0010975;GO:0015630;GO:0016020;GO:0016055;GO:0016301;GO:0016740;GO:0030425;GO:0035556;GO:0042995;GO:0046872;GO:0048156;GO:0050321;GO:0050773;GO:0051654;GO:0070300;GO:0098794;GO:0098978;GO:0106310;GO:0150052
ENSG00000072518,MARK2,microtubule affinity regulating kinase 2,MARK2,3332,GO:0000166;GO:0000226;GO:0000287;GO:0000422;GO:0001764;GO:0003723;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005739;GO:0005856;GO:0005884;GO:0005886;GO:0006468;GO:0008289;GO:0010976;GO:0012505;GO:0016020;GO:0016055;GO:0016301;GO:0016328;GO:0016740;GO:0030010;GO:0030154;GO:0030295;GO:0030425;GO:0035556;GO:0042995;GO:0045197;GO:0045296;GO:0046777;GO:0046872;GO:0048156;GO:0050321;GO:0050770;GO:0051493;GO:0051646;GO:0061564;GO:0070507;GO:0071963;GO:0097427;GO:0106310;GO:1902996
ENSG00000075413,MARK3,microtubule affinity regulating kinase 3,MARK3,6897,GO:0000166;GO:0000226;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0010389;GO:0016020;GO:0016301;GO:0016740;GO:0019903;GO:0030425;GO:0035331;GO:0035556;GO:0042995;GO:0048156;GO:0050321;GO:0070062;GO:0106310;GO:1900181
ENSG00000007047,MARK4,microtubule affinity regulating kinase 4,MARK4,13538,GO:0000166;GO:0000226;GO:0000930;GO:0001578;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005813;GO:0005815;GO:0005829;GO:0005856;GO:0006468;GO:0007399;GO:0008017;GO:0008093;GO:0015630;GO:0016301;GO:0016740;GO:0030030;GO:0030425;GO:0030496;GO:0035556;GO:0036064;GO:0042995;GO:0043005;GO:0043015;GO:0043068;GO:0043130;GO:0044782;GO:0045724;GO:0045787;GO:0046605;GO:0046785;GO:0048156;GO:0050321;GO:0051301;GO:0061523;GO:0106310;GO:1900227;GO:1904781
ENSG00000105613,MAST1,microtubule associated serine/threonine kinase 1,MAST1,19034,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005886;GO:0006468;GO:0007010;GO:0007420;GO:0008017;GO:0015630;GO:0016020;GO:0016301;GO:0016740;GO:0030424;GO:0030425;GO:0032502;GO:0035556;GO:0042995;GO:0043005;GO:0043025;GO:0046872;GO:0106310
ENSG00000086015,MAST2,microtubule associated serine/threonine kinase 2,MAST2,19035,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005886;GO:0006468;GO:0007010;GO:0008017;GO:0015630;GO:0016020;GO:0016301;GO:0016740;GO:0019902;GO:0032502;GO:0032655;GO:0035556;GO:0046872;GO:0048515;GO:0106310
ENSG00000099308,MAST3,microtubule associated serine/threonine kinase 3,MAST3,19036,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0007010;GO:0015630;GO:0016301;GO:0016740;GO:0035556;GO:0106310
ENSG00000069020,MAST4,microtubule associated serine/threonine kinase family member 4,MAST4,19037,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0007010;GO:0015630;GO:0016301;GO:0016740;GO:0032502;GO:0035556;GO:0046872;GO:0106310
ENSG00000120539,MASTL,microtubule associated serine/threonine kinase like,MASTL,19042,GO:0000086;GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005856;GO:0006468;GO:0006974;GO:0007147;GO:0007346;GO:0015630;GO:0016301;GO:0016740;GO:0032154;GO:0035556;GO:0044325;GO:0051301;GO:0051321;GO:0051721;GO:0051726;GO:0106310
ENSG00000007264,MATK,megakaryocyte-associated tyrosine kinase,MATK,6906,GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0008284;GO:0016020;GO:0016301;GO:0016740
ENSG00000165304,MELK,maternal embryonic leucine zipper kinase,MELK,16870,GO:0000086;GO:0000166;GO:0004672;GO:0004674;GO:0004713;GO:0004715;GO:0005509;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0005938;GO:0006468;GO:0006915;GO:0008283;GO:0008289;GO:0008631;GO:0016020;GO:0016301;GO:0016740;GO:0030097;GO:0043065;GO:0046777;GO:0061351;GO:0106310
ENSG00000153208,MERTK,"MER proto-oncogene, tyrosine kinase",MERTK,7027,GO:0000166;GO:0001750;GO:0001779;GO:0001818;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005615;GO:0005737;GO:0005886;GO:0006468;GO:0006909;GO:0007166;GO:0007169;GO:0007267;GO:0007283;GO:0007399;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0030168;GO:0032940;GO:0034446;GO:0043235;GO:0043277;GO:0046649;GO:0046872;GO:0050766;GO:0051250;GO:0051649;GO:0051897;GO:0060041;GO:0060068;GO:0097350;GO:2000107
ENSG00000105976,MET,"MET proto-oncogene, receptor tyrosine kinase",MET,7029,GO:0000166;GO:0001886;GO:0001889;GO:0004672;GO:0004713;GO:0004714;GO:0005008;GO:0005515;GO:0005524;GO:0005576;GO:0005886;GO:0006468;GO:0007165;GO:0007166;GO:0007169;GO:0009925;GO:0009986;GO:0010468;GO:0010507;GO:0016020;GO:0016301;GO:0016740;GO:0017154;GO:0019903;GO:0030182;GO:0031016;GO:0031116;GO:0035024;GO:0042802;GO:0043235;GO:0045944;GO:0048012;GO:0048468;GO:0048513;GO:0048754;GO:0050918;GO:0051497;GO:0060079;GO:0061436;GO:0070495;GO:0071526;GO:0098794;GO:0140677;GO:1901299;GO:1905098;GO:2001028
ENSG00000141503,MINK1,misshapen like kinase 1,MINK1,17565,GO:0000165;GO:0000166;GO:0001952;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0005829;GO:0006468;GO:0007254;GO:0007268;GO:0007420;GO:0014069;GO:0016301;GO:0016740;GO:0022407;GO:0030036;GO:0030334;GO:0030424;GO:0030425;GO:0035556;GO:0042995;GO:0043408;GO:0045202;GO:0046328;GO:0046330;GO:0046777;GO:0048812;GO:0048813;GO:0070062;GO:0106310;GO:1900745;GO:1902533;GO:2000311
ENSG00000079277,MKNK1,MAPK interacting serine/threonine kinase 1,MKNK1,7110,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006417;GO:0006468;GO:0009931;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSG00000099875,MKNK2,MAPK interacting serine/threonine kinase 2,MKNK2,7111,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006417;GO:0006468;GO:0006915;GO:0007166;GO:0009931;GO:0016301;GO:0016604;GO:0016605;GO:0016740;GO:0030097;GO:0035556;GO:0046872;GO:0071243;GO:0097192;GO:0106310
ENSG00000168404,MLKL,mixed lineage kinase domain like pseudokinase,MLKL,26617,GO:0000166;GO:0004672;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007166;GO:0012501;GO:0016020;GO:0019901;GO:0030054;GO:0042802;GO:0044877;GO:0051607;GO:0070207;GO:0070266;GO:0097527;GO:0097528
ENSG00000108960,MMD,monocyte to macrophage differentiation associated,MMD,7153,GO:0004672;GO:0005515;GO:0005764;GO:0005765;GO:0005768;GO:0005794;GO:0005886;GO:0016020;GO:0031902;GO:0032880;GO:0038023;GO:0045666;GO:0045860;GO:0140911
ENSG00000136297,MMD2,monocyte to macrophage differentiation associated 2,MMD2,30133,GO:0000139;GO:0004672;GO:0005515;GO:0005794;GO:0016020;GO:0032880;GO:0045666;GO:0045860;GO:0046579;GO:0048471;GO:0140911
ENSG00000080823,MOK,MOK protein kinase,MOK,9833,GO:0000166;GO:0004672;GO:0004674;GO:0004693;GO:0004707;GO:0005524;GO:0005634;GO:0005737;GO:0005769;GO:0005770;GO:0005794;GO:0005901;GO:0005925;GO:0005929;GO:0006468;GO:0007165;GO:0007173;GO:0010759;GO:0016301;GO:0016740;GO:0019902;GO:0032206;GO:0032872;GO:0034198;GO:0035556;GO:0042995;GO:0046872;GO:0051403;GO:0051493;GO:0051726;GO:0070849;GO:0072584;GO:0090170;GO:0097546;GO:0106310;GO:0120041;GO:2000641
ENSG00000172680,MOS,"MOS proto-oncogene, serine/threonine kinase",MOS,7199,GO:0000165;GO:0000166;GO:0000212;GO:0001556;GO:0004672;GO:0004674;GO:0004709;GO:0005515;GO:0005524;GO:0005737;GO:0006325;GO:0006468;GO:0007165;GO:0016301;GO:0016740;GO:0040020;GO:0043410;GO:0051296;GO:0070374;GO:0106310;GO:1902103
ENSG00000164078,MST1R,macrophage stimulating 1 receptor,MST1R,7381,GO:0000166;GO:0001725;GO:0002376;GO:0004672;GO:0004713;GO:0004714;GO:0005011;GO:0005515;GO:0005524;GO:0005773;GO:0005886;GO:0006468;GO:0006909;GO:0006952;GO:0007165;GO:0007169;GO:0007338;GO:0007399;GO:0008284;GO:0009615;GO:0009986;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0017154;GO:0019899;GO:0038145;GO:0043235;GO:0043406;GO:0045087;GO:0051897;GO:0071526
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,MTOR,3942,GO:0000045;GO:0000139;GO:0000166;GO:0000822;GO:0001002;GO:0001003;GO:0001006;GO:0001156;GO:0001558;GO:0002181;GO:0002296;GO:0003007;GO:0003179;GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005739;GO:0005741;GO:0005764;GO:0005765;GO:0005783;GO:0005789;GO:0005794;GO:0005829;GO:0005886;GO:0006112;GO:0006207;GO:0006446;GO:0006511;GO:0006954;GO:0006974;GO:0007010;GO:0007040;GO:0007281;GO:0008284;GO:0008286;GO:0008361;GO:0009267;GO:0009408;GO:0009615;GO:0009791;GO:0009891;GO:0010506;GO:0010507;GO:0010508;GO:0010592;GO:0010718;GO:0010831;GO:0012505;GO:0016020;GO:0016236;GO:0016241;GO:0016242;GO:0016301;GO:0016605;GO:0016740;GO:0019216;GO:0019228;GO:0030030;GO:0030307;GO:0030425;GO:0030838;GO:0031146;GO:0031295;GO:0031410;GO:0031641;GO:0031648;GO:0031667;GO:0031669;GO:0031670;GO:0031929;GO:0031931;GO:0031932;GO:0032868;GO:0032869;GO:0032956;GO:0033173;GO:0034198;GO:0035264;GO:0038202;GO:0038203;GO:0042752;GO:0042802;GO:0043022;GO:0043066;GO:0043200;GO:0043276;GO:0043491;GO:0044325;GO:0044877;GO:0045335;GO:0045597;GO:0045670;GO:0045727;GO:0045792;GO:0045821;GO:0045824;GO:0045945;GO:0045947;GO:0045948;GO:0046627;GO:0046889;GO:0048266;GO:0048709;GO:0048714;GO:0048738;GO:0050821;GO:0050882;GO:0051094;GO:0051219;GO:0051240;GO:0051496;GO:0051549;GO:0051896;GO:0051897;GO:0055006;GO:0055013;GO:0060048;GO:0061431;GO:0062027;GO:0070885;GO:0071230;GO:0071233;GO:0071456;GO:0071470;GO:0080090;GO:0080135;GO:0090559;GO:0097700;GO:0106310;GO:0140367;GO:1900029;GO:1900034;GO:1900181;GO:1901796;GO:1901838;GO:1902554;GO:1903691;GO:1903940;GO:1904059;GO:1904262;GO:1904263;GO:1904690;GO:1905671;GO:1905672;GO:1905857;GO:1990253;GO:2000059;GO:2000060;GO:2000767;GO:2000785
ENSG00000030304,MUSK,muscle associated receptor tyrosine kinase,MUSK,7525,GO:0000166;GO:0001934;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007169;GO:0007528;GO:0007613;GO:0008582;GO:0010604;GO:0010628;GO:0016020;GO:0016301;GO:0016740;GO:0017147;GO:0030154;GO:0031594;GO:0043235;GO:0045202;GO:0045211;GO:0046872;GO:0071340;GO:2000541
ENSG00000110921,MVK,mevalonate kinase,MVK,7530,GO:0000166;GO:0000287;GO:0004496;GO:0005515;GO:0005524;GO:0005737;GO:0005777;GO:0005829;GO:0006629;GO:0006694;GO:0006695;GO:0008202;GO:0008203;GO:0008299;GO:0016126;GO:0016301;GO:0016740;GO:0016773;GO:0019287;GO:0042802;GO:0046872;GO:0050728
ENSG00000065534,MYLK,myosin light chain kinase,MYLK,7590,GO:0000166;GO:0001725;GO:0003779;GO:0004672;GO:0004674;GO:0004687;GO:0005515;GO:0005516;GO:0005524;GO:0005737;GO:0005829;GO:0005856;GO:0005886;GO:0006468;GO:0006939;GO:0007517;GO:0014820;GO:0015629;GO:0016301;GO:0016740;GO:0030027;GO:0030335;GO:0032060;GO:0032154;GO:0042995;GO:0045202;GO:0046872;GO:0051928;GO:0060414;GO:0071476;GO:0090303;GO:0097110;GO:1900242
ENSG00000101306,MYLK2,myosin light chain kinase 2,MYLK2,16243,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0004687;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0006941;GO:0007165;GO:0007274;GO:0010628;GO:0014816;GO:0016301;GO:0016740;GO:0018107;GO:0030017;GO:0032027;GO:0032971;GO:0035914;GO:0045202;GO:0046777;GO:0055008;GO:0060048
ENSG00000140795,MYLK3,myosin light chain kinase 3,MYLK3,29826,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0004687;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006468;GO:0007165;GO:0015629;GO:0016301;GO:0016740;GO:0045214;GO:0048769;GO:0055003;GO:0060298;GO:0071347;GO:1905075;GO:1905710
ENSG00000145949,MYLK4,myosin light chain kinase family member 4,MYLK4,27972,GO:0000166;GO:0004672;GO:0004674;GO:0004687;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0007165;GO:0016020;GO:0016301;GO:0016740;GO:0106310
ENSG00000095777,MYO3A,myosin IIIA,MYO3A,7601,GO:0000146;GO:0000166;GO:0001917;GO:0003774;GO:0003779;GO:0004672;GO:0004674;GO:0005515;GO:0005516;GO:0005524;GO:0005737;GO:0005856;GO:0006468;GO:0007601;GO:0007605;GO:0016301;GO:0016459;GO:0016740;GO:0016887;GO:0030175;GO:0030832;GO:0031941;GO:0032420;GO:0032426;GO:0032433;GO:0042995;GO:0043226;GO:0043531;GO:0046777;GO:0051491;GO:0060002;GO:0090103;GO:0106310
ENSG00000071909,MYO3B,myosin IIIB,MYO3B,15576,GO:0000146;GO:0000166;GO:0001917;GO:0003774;GO:0003779;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0006468;GO:0007601;GO:0007605;GO:0016301;GO:0016459;GO:0016740;GO:0030832;GO:0032420;GO:0032426;GO:0032433;GO:0042995;GO:0043226;GO:0051491;GO:0090103;GO:0106310
ENSG00000008130,NADK,NAD kinase,NADK,29831,GO:0000166;GO:0003951;GO:0005515;GO:0005524;GO:0005829;GO:0006741;GO:0016301;GO:0016310;GO:0016740;GO:0019674;GO:0035774;GO:0046034;GO:0046872
ENSG00000152620,NADK2,"NAD kinase 2, mitochondrial",NADK2,26404,GO:0000166;GO:0003951;GO:0005524;GO:0005739;GO:0005759;GO:0006741;GO:0016301;GO:0016740;GO:0016773;GO:0019674;GO:0042803
ENSG00000124357,NAGK,N-acetylglucosamine kinase,NAGK,17174,GO:0000166;GO:0002376;GO:0005515;GO:0005524;GO:0005829;GO:0006044;GO:0006046;GO:0006048;GO:0006051;GO:0007249;GO:0009384;GO:0016301;GO:0016740;GO:0019262;GO:0032495;GO:0038066;GO:0042742;GO:0043123;GO:0043124;GO:0045087;GO:0045127;GO:0046835;GO:0070062;GO:0070431;GO:0070434;GO:0070534;GO:0097039;GO:0160047
ENSG00000137601,NEK1,NIMA related kinase 1,NEK1,7744,GO:0000166;GO:0000242;GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0005929;GO:0006468;GO:0016301;GO:0016740;GO:0030030;GO:0034451;GO:0046872;GO:0051301;GO:0060271;GO:0071889;GO:0106310
