MGI symbol	Gene stable ID	UniProtKB/Swiss-Prot ID	MGI ID	Gene name	Gene description
Eef2k	ENSMUSG00000035064	O08796	MGI:1195261	Eef2k	eukaryotic elongation factor-2 kinase [Source:MGI Symbol;Acc:MGI:1195261]
Potefam3d	ENSMUSG00000106824		MGI:3649141	Potefam3d	POTE ankyrin domain family member 3D [Source:MGI Symbol;Acc:MGI:3649141]
Sprr2a1	ENSMUSG00000078664	Q9CQK8	MGI:1330350	Sprr2a1	small proline-rich protein 2A1 [Source:MGI Symbol;Acc:MGI:1330350]
Sprr2a1	ENSMUSG00000078664	Q4KL71	MGI:1330350	Sprr2a1	small proline-rich protein 2A1 [Source:MGI Symbol;Acc:MGI:1330350]
Eef2k	ENSMUSG00000035064		MGI:1195261	Eef2k	eukaryotic elongation factor-2 kinase [Source:MGI Symbol;Acc:MGI:1195261]
Sprr2a2	ENSMUSG00000068893	Q9CQK8	MGI:3845026	Sprr2a2	small proline-rich protein 2A2 [Source:MGI Symbol;Acc:MGI:3845026]
Sprr2a2	ENSMUSG00000068893	Q4KL71	MGI:3845026	Sprr2a2	small proline-rich protein 2A2 [Source:MGI Symbol;Acc:MGI:3845026]
Slc44a1	ENSMUSG00000028412	Q6X893	MGI:2140592	Slc44a1	solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]
Zfp358	ENSMUSG00000047264		MGI:2153740	Zfp358	zinc finger protein 358 [Source:MGI Symbol;Acc:MGI:2153740]
Ikzf2	ENSMUSG00000025997	P81183	MGI:1342541	Ikzf2	IKAROS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1342541]
Mfsd13a	ENSMUSG00000025227	Q6PDE8	MGI:1922396	Mfsd13a	major facilitator superfamily domain containing 13a [Source:MGI Symbol;Acc:MGI:1922396]
Ikzf2	ENSMUSG00000025997		MGI:1342541	Ikzf2	IKAROS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1342541]
Usp26	ENSMUSG00000055780	Q99MX1	MGI:1933247	Usp26	ubiquitin specific peptidase 26 [Source:MGI Symbol;Acc:MGI:1933247]
Mfsd13a	ENSMUSG00000025227		MGI:1922396	Mfsd13a	major facilitator superfamily domain containing 13a [Source:MGI Symbol;Acc:MGI:1922396]
Gm61638	ENSMUSG00000121968		MGI:7806289	Gm61638	predicted gene, 61638 [Source:MGI Symbol;Acc:MGI:7806289]
Ddx17	ENSMUSG00000055065		MGI:1914290	Ddx17	DEAD box helicase 17 [Source:MGI Symbol;Acc:MGI:1914290]
Ddx17	ENSMUSG00000055065	Q501J6	MGI:1914290	Ddx17	DEAD box helicase 17 [Source:MGI Symbol;Acc:MGI:1914290]
2310034G01Rik	ENSMUSG00000099655		MGI:1922829	2310034G01Rik	RIKEN cDNA 2310034G01 gene [Source:MGI Symbol;Acc:MGI:1922829]
Magea14	ENSMUSG00000031118		MGI:1921529	Magea14	MAGE family member A14 [Source:MGI Symbol;Acc:MGI:1921529]
Gm35586	ENSMUSG00000121969		MGI:5594745	Gm35586	predicted gene, 35586 [Source:MGI Symbol;Acc:MGI:5594745]
Gm35953	ENSMUSG00000121973		MGI:5595112	Gm35953	predicted gene, 35953 [Source:MGI Symbol;Acc:MGI:5595112]
Ppp4r3c1	ENSMUSG00000035387	Q3V0Y1	MGI:3588286	Ppp4r3c1	protein phosphatase 4 regulatory subunit 3C1 [Source:MGI Symbol;Acc:MGI:3588286]
Hemgnl	ENSMUSG00000121974		MGI:5434363	Hemgnl	hemogen like [Source:MGI Symbol;Acc:MGI:5434363]
Wdr19	ENSMUSG00000037890		MGI:2443231	Wdr19	WD repeat domain 19 [Source:MGI Symbol;Acc:MGI:2443231]
Gpd1l	ENSMUSG00000050627	Q3ULJ0	MGI:1289257	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like [Source:MGI Symbol;Acc:MGI:1289257]
Fktn	ENSMUSG00000028414	Q8R507	MGI:2179507	Fktn	fukutin [Source:MGI Symbol;Acc:MGI:2179507]
Actr1a	ENSMUSG00000025228	P61164	MGI:1858964	Actr1a	ARP1 actin-related protein 1A, centractin alpha [Source:MGI Symbol;Acc:MGI:1858964]
Gpd1l	ENSMUSG00000050627		MGI:1289257	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like [Source:MGI Symbol;Acc:MGI:1289257]
Actr1a	ENSMUSG00000025228		MGI:1858964	Actr1a	ARP1 actin-related protein 1A, centractin alpha [Source:MGI Symbol;Acc:MGI:1858964]
Mettl3	ENSMUSG00000022160		MGI:1927165	Mettl3	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit [Source:MGI Symbol;Acc:MGI:1927165]
Fktn	ENSMUSG00000028414		MGI:2179507	Fktn	fukutin [Source:MGI Symbol;Acc:MGI:2179507]
Gria1	ENSMUSG00000020524		MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1) [Source:MGI Symbol;Acc:MGI:95808]
Tdg	ENSMUSG00000034674	P56581	MGI:108247	Tdg	thymine DNA glycosylase [Source:MGI Symbol;Acc:MGI:108247]
Tal2	ENSMUSG00000028417	Q62282	MGI:99540	Tal2	T cell acute lymphocytic leukemia 2 [Source:MGI Symbol;Acc:MGI:99540]
Mcoln1	ENSMUSG00000004567	Q99J21	MGI:1890498	Mcoln1	mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498]
Mcoln1	ENSMUSG00000004567		MGI:1890498	Mcoln1	mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498]
Tdg	ENSMUSG00000034674		MGI:108247	Tdg	thymine DNA glycosylase [Source:MGI Symbol;Acc:MGI:108247]
Tmem38b	ENSMUSG00000028420	Q9DAV9	MGI:1098718	Tmem38b	transmembrane protein 38B [Source:MGI Symbol;Acc:MGI:1098718]
Dmc1	ENSMUSG00000022429	Q61880	MGI:105393	Dmc1	DNA meiotic recombinase 1 [Source:MGI Symbol;Acc:MGI:105393]
Tmem38b	ENSMUSG00000028420		MGI:1098718	Tmem38b	transmembrane protein 38B [Source:MGI Symbol;Acc:MGI:1098718]
Rpl31	ENSMUSG00000073702	P62900	MGI:2149632	Rpl31	ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]
Rpl31	ENSMUSG00000073702		MGI:2149632	Rpl31	ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]
Sall2	ENSMUSG00000049532		MGI:1354373	Sall2	spalt like transcription factor 2 [Source:MGI Symbol;Acc:MGI:1354373]
Dmc1	ENSMUSG00000022429		MGI:105393	Dmc1	DNA meiotic recombinase 1 [Source:MGI Symbol;Acc:MGI:105393]
Sall2	ENSMUSG00000049532	Q9QX96	MGI:1354373	Sall2	spalt like transcription factor 2 [Source:MGI Symbol;Acc:MGI:1354373]
Osbpl10	ENSMUSG00000040875	S4R1M9	MGI:1921736	Osbpl10	oxysterol binding protein-like 10 [Source:MGI Symbol;Acc:MGI:1921736]
Zfp462	ENSMUSG00000060206		MGI:107690	Zfp462	zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690]
Osbpl10	ENSMUSG00000040875		MGI:1921736	Osbpl10	oxysterol binding protein-like 10 [Source:MGI Symbol;Acc:MGI:1921736]
Fam243	ENSMUSG00000051728	Q8CDS7	MGI:1922578	Fam243	family with sequence similarity 243 [Source:MGI Symbol;Acc:MGI:1922578]
Cby1	ENSMUSG00000022428	Q9D1C2	MGI:1920989	Cby1	chibby family member 1, beta catenin antagonist [Source:MGI Symbol;Acc:MGI:1920989]
Smim34	ENSMUSG00000116967		MGI:5826205	Smim34	small integral membrane protein 34 [Source:MGI Symbol;Acc:MGI:5826205]
Rps27rt	ENSMUSG00000050621	Q6ZWU9	MGI:3704345	Rps27rt	ribosomal protein S27, retrogene [Source:MGI Symbol;Acc:MGI:3704345]
Glt8d2	ENSMUSG00000020251	Q640P4	MGI:1922032	Glt8d2	glycosyltransferase 8 domain containing 2 [Source:MGI Symbol;Acc:MGI:1922032]
Glt8d2	ENSMUSG00000020251		MGI:1922032	Glt8d2	glycosyltransferase 8 domain containing 2 [Source:MGI Symbol;Acc:MGI:1922032]
Stt3b	ENSMUSG00000032437		MGI:1915542	Stt3b	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915542]
Rrp7a	ENSMUSG00000018040	Q9D1C9	MGI:1922028	Rrp7a	ribosomal RNA processing 7 homolog A [Source:MGI Symbol;Acc:MGI:1922028]
Rrp7a	ENSMUSG00000018040		MGI:1922028	Rrp7a	ribosomal RNA processing 7 homolog A [Source:MGI Symbol;Acc:MGI:1922028]
Zfp462	ENSMUSG00000060206	B1AWL2	MGI:107690	Zfp462	zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690]
Myt1l	ENSMUSG00000061911	P97500	MGI:1100511	Myt1l	myelin transcription factor 1-like [Source:MGI Symbol;Acc:MGI:1100511]
Gdf11	ENSMUSG00000025352	Q9Z1W4	MGI:1338027	Gdf11	growth differentiation factor 11 [Source:MGI Symbol;Acc:MGI:1338027]
Agmat	ENSMUSG00000040706	A2AS89	MGI:1923236	Agmat	agmatinase [Source:MGI Symbol;Acc:MGI:1923236]
Fras1	ENSMUSG00000034687	Q80T14	MGI:2385368	Fras1	Fraser extracellular matrix complex subunit 1 [Source:MGI Symbol;Acc:MGI:2385368]
Ano5	ENSMUSG00000055489	Q75UR0	MGI:3576659	Ano5	anoctamin 5 [Source:MGI Symbol;Acc:MGI:3576659]
Myt1l	ENSMUSG00000061911		MGI:1100511	Myt1l	myelin transcription factor 1-like [Source:MGI Symbol;Acc:MGI:1100511]
Scgb2b2	ENSMUSG00000036521		MGI:3042579	Scgb2b2	secretoglobin, family 2B, member 2 [Source:MGI Symbol;Acc:MGI:3042579]
Rnpc3	ENSMUSG00000027981		MGI:1914475	Rnpc3	RNA-binding region (RNP1, RRM) containing 3 [Source:MGI Symbol;Acc:MGI:1914475]
Anxa3	ENSMUSG00000029484		MGI:1201378	Anxa3	annexin A3 [Source:MGI Symbol;Acc:MGI:1201378]
Scgb1b2	ENSMUSG00000062556		MGI:1930867	Scgb1b2	secretoglobin, family 1B, member 2 [Source:MGI Symbol;Acc:MGI:1930867]
Gria1	ENSMUSG00000020524	P23818	MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1) [Source:MGI Symbol;Acc:MGI:95808]
Scgb2b3	ENSMUSG00000078754		MGI:3782547	Scgb2b3	secretoglobin, family 2B, member 3 [Source:MGI Symbol;Acc:MGI:3782547]
Poldip3	ENSMUSG00000041815	Q8BG81	MGI:1921076	Poldip3	polymerase (DNA-directed), delta interacting protein 3 [Source:MGI Symbol;Acc:MGI:1921076]
Poldip3	ENSMUSG00000041815		MGI:1921076	Poldip3	polymerase (DNA-directed), delta interacting protein 3 [Source:MGI Symbol;Acc:MGI:1921076]
Rnpc3	ENSMUSG00000027981	Q3UZ01	MGI:1914475	Rnpc3	RNA-binding region (RNP1, RRM) containing 3 [Source:MGI Symbol;Acc:MGI:1914475]
Cd63	ENSMUSG00000025351	P41731	MGI:99529	Cd63	CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]
Dnajc16	ENSMUSG00000040697	Q80TN4	MGI:2442146	Dnajc16	DnaJ heat shock protein family (Hsp40) member C16 [Source:MGI Symbol;Acc:MGI:2442146]
Cd63	ENSMUSG00000025351		MGI:99529	Cd63	CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]
Dnajc16	ENSMUSG00000040697		MGI:2442146	Dnajc16	DnaJ heat shock protein family (Hsp40) member C16 [Source:MGI Symbol;Acc:MGI:2442146]
Drg1	ENSMUSG00000020457		MGI:1343297	Drg1	developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297]
Slc17a6	ENSMUSG00000030500		MGI:2156052	Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6 [Source:MGI Symbol;Acc:MGI:2156052]
Sufu	ENSMUSG00000025231	Q9Z0P7	MGI:1345643	Sufu	SUFU negative regulator of hedgehog signaling [Source:MGI Symbol;Acc:MGI:1345643]
Anxa3	ENSMUSG00000029484	O35639	MGI:1201378	Anxa3	annexin A3 [Source:MGI Symbol;Acc:MGI:1201378]
Rdh5	ENSMUSG00000025350	O55240	MGI:1201412	Rdh5	retinol dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:1201412]
Rdh5	ENSMUSG00000025350		MGI:1201412	Rdh5	retinol dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:1201412]
Scgb1b3	ENSMUSG00000095257		MGI:3644233	Scgb1b3	secretoglobin, family 1B, member 3 [Source:MGI Symbol;Acc:MGI:3644233]
Pls3	ENSMUSG00000016382	Q99K51	MGI:104807	Pls3	plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]
Sufu	ENSMUSG00000025231		MGI:1345643	Sufu	SUFU negative regulator of hedgehog signaling [Source:MGI Symbol;Acc:MGI:1345643]
Fancf	ENSMUSG00000092118	E9Q5Z5	MGI:3689889	Fancf	Fanconi anemia, complementation group F [Source:MGI Symbol;Acc:MGI:3689889]
Pxdn	ENSMUSG00000020674		MGI:1916925	Pxdn	peroxidasin [Source:MGI Symbol;Acc:MGI:1916925]
Pls3	ENSMUSG00000016382		MGI:104807	Pls3	plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]
Drg1	ENSMUSG00000020457	P32233	MGI:1343297	Drg1	developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297]
Bloc1s1	ENSMUSG00000090247		MGI:1195276	Bloc1s1	biogenesis of lysosomal organelles complex-1, subunit 1 [Source:MGI Symbol;Acc:MGI:1195276]
Bloc1s1	ENSMUSG00000090247	O55102	MGI:1195276	Bloc1s1	biogenesis of lysosomal organelles complex-1, subunit 1 [Source:MGI Symbol;Acc:MGI:1195276]
Gm21025	ENSMUSG00000121975		MGI:5434380	Gm21025	predicted gene, 21025 [Source:MGI Symbol;Acc:MGI:5434380]
Casp9	ENSMUSG00000028914		MGI:1277950	Casp9	caspase 9 [Source:MGI Symbol;Acc:MGI:1277950]
Scgb2b7	ENSMUSG00000094053		MGI:3782864	Scgb2b7	secretoglobin, family 2B, member 7 [Source:MGI Symbol;Acc:MGI:3782864]
Col11a1	ENSMUSG00000027966		MGI:88446	Col11a1	collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]
Tmt1b	ENSMUSG00000025347	Q9DD20	MGI:1918914	Tmt1b	thiol methyltransferase 1B [Source:MGI Symbol;Acc:MGI:1918914]
Casp9	ENSMUSG00000028914	Q8C3Q9	MGI:1277950	Casp9	caspase 9 [Source:MGI Symbol;Acc:MGI:1277950]
Scgb1b7	ENSMUSG00000078759		MGI:3643480	Scgb1b7	secretoglobin, family 1B, member 7 [Source:MGI Symbol;Acc:MGI:3643480]
Trim8	ENSMUSG00000025034	Q99PJ2	MGI:1933302	Trim8	tripartite motif-containing 8 [Source:MGI Symbol;Acc:MGI:1933302]
Or10p22	ENSMUSG00000069430	Q60885	MGI:107600	Or10p22	olfactory receptor family 10 subfamily P member 22 [Source:MGI Symbol;Acc:MGI:107600]
Tanc2	ENSMUSG00000053580		MGI:2444121	Tanc2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:MGI Symbol;Acc:MGI:2444121]
Pxdn	ENSMUSG00000020674	Q3UQ28	MGI:1916925	Pxdn	peroxidasin [Source:MGI Symbol;Acc:MGI:1916925]
Or10p21	ENSMUSG00000063374		MGI:3030597	Or10p21	olfactory receptor family 10 subfamily P member 21 [Source:MGI Symbol;Acc:MGI:3030597]
Or6c8b	ENSMUSG00000056853		MGI:3030599	Or6c8b	olfactory receptor family 6 subfamily C member 8B [Source:MGI Symbol;Acc:MGI:3030599]
Arl3	ENSMUSG00000025035	Q9WUL7	MGI:1929699	Arl3	ADP-ribosylation factor-like 3 [Source:MGI Symbol;Acc:MGI:1929699]
Arl3	ENSMUSG00000025035		MGI:1929699	Arl3	ADP-ribosylation factor-like 3 [Source:MGI Symbol;Acc:MGI:1929699]
Cela2a	ENSMUSG00000058579	P05208	MGI:95316	Cela2a	chymotrypsin-like elastase family, member 2A [Source:MGI Symbol;Acc:MGI:95316]
Dcaf11	ENSMUSG00000022214	Q91VU6	MGI:90168	Dcaf11	DDB1 and CUL4 associated factor 11 [Source:MGI Symbol;Acc:MGI:90168]
Cyb5r3	ENSMUSG00000018042	Q9DCN2	MGI:94893	Cyb5r3	cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893]
Dcaf11	ENSMUSG00000022214		MGI:90168	Dcaf11	DDB1 and CUL4 associated factor 11 [Source:MGI Symbol;Acc:MGI:90168]
Gas2	ENSMUSG00000030498		MGI:95657	Gas2	growth arrest specific 2 [Source:MGI Symbol;Acc:MGI:95657]
Cyb5r3	ENSMUSG00000018042		MGI:94893	Cyb5r3	cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893]
Bag6	ENSMUSG00000024392		MGI:1919439	Bag6	BCL2-associated athanogene 6 [Source:MGI Symbol;Acc:MGI:1919439]
Efhd2	ENSMUSG00000040659		MGI:106504	Efhd2	EF hand domain containing 2 [Source:MGI Symbol;Acc:MGI:106504]
Sfxn2	ENSMUSG00000025036		MGI:2137678	Sfxn2	sideroflexin 2 [Source:MGI Symbol;Acc:MGI:2137678]
A4galt	ENSMUSG00000047878	Q67BJ4	MGI:3512453	A4galt	alpha 1,4-galactosyltransferase [Source:MGI Symbol;Acc:MGI:3512453]
Bag6	ENSMUSG00000024392	Q9Z1R2	MGI:1919439	Bag6	BCL2-associated athanogene 6 [Source:MGI Symbol;Acc:MGI:1919439]
A4galt	ENSMUSG00000047878		MGI:3512453	A4galt	alpha 1,4-galactosyltransferase [Source:MGI Symbol;Acc:MGI:3512453]
Tpo	ENSMUSG00000020673	P35419	MGI:98813	Tpo	thyroid peroxidase [Source:MGI Symbol;Acc:MGI:98813]
Ppip5k2	ENSMUSG00000040648	Q6ZQB6	MGI:2142810	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2 [Source:MGI Symbol;Acc:MGI:2142810]
Tpo	ENSMUSG00000020673		MGI:98813	Tpo	thyroid peroxidase [Source:MGI Symbol;Acc:MGI:98813]
Sfxn2	ENSMUSG00000025036	Q925N2	MGI:2137678	Sfxn2	sideroflexin 2 [Source:MGI Symbol;Acc:MGI:2137678]
Ppip5k2	ENSMUSG00000040648		MGI:2142810	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2 [Source:MGI Symbol;Acc:MGI:2142810]
Gas2	ENSMUSG00000030498	P11862	MGI:95657	Gas2	growth arrest specific 2 [Source:MGI Symbol;Acc:MGI:95657]
Tanc2	ENSMUSG00000053580	A2A690	MGI:2444121	Tanc2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:MGI Symbol;Acc:MGI:2444121]
Sntg2	ENSMUSG00000020672		MGI:1919541	Sntg2	syntrophin, gamma 2 [Source:MGI Symbol;Acc:MGI:1919541]
Arfgap3	ENSMUSG00000054277		MGI:1913501	Arfgap3	ARF GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:1913501]
Arfgap3	ENSMUSG00000054277	Q9D8S3	MGI:1913501	Arfgap3	ARF GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:1913501]
Svip	ENSMUSG00000074093	Q3UZP4	MGI:1922994	Svip	small VCP/p97-interacting protein [Source:MGI Symbol;Acc:MGI:1922994]
Svip	ENSMUSG00000074093		MGI:1922994	Svip	small VCP/p97-interacting protein [Source:MGI Symbol;Acc:MGI:1922994]
Fitm1	ENSMUSG00000022215	Q91V79	MGI:1915930	Fitm1	fat storage-inducing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915930]
Scgb1b10	ENSMUSG00000099581		MGI:3782569	Scgb1b10	secretoglobin, family 1B, member 10 [Source:MGI Symbol;Acc:MGI:3782569]
Cfap126	ENSMUSG00000026649		MGI:1922722	Cfap126	cilia and flagella associated protein 126 [Source:MGI Symbol;Acc:MGI:1922722]
Ccdc179	ENSMUSG00000094445	J3QM76	MGI:1922779	Ccdc179	coiled-coil domain containing 179 [Source:MGI Symbol;Acc:MGI:1922779]
Ccdc179	ENSMUSG00000094445		MGI:1922779	Ccdc179	coiled-coil domain containing 179 [Source:MGI Symbol;Acc:MGI:1922779]
Wbp1l	ENSMUSG00000047731	Q8BGW2	MGI:107577	Wbp1l	WW domain binding protein 1 like [Source:MGI Symbol;Acc:MGI:107577]
Fhad1	ENSMUSG00000051435	A6PWD2	MGI:1920323	Fhad1	forkhead-associated phosphopeptide binding domain 1 [Source:MGI Symbol;Acc:MGI:1920323]
Col11a1	ENSMUSG00000027966	Q61245	MGI:88446	Col11a1	collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]
Cfap126	ENSMUSG00000026649	Q6P8X9	MGI:1922722	Cfap126	cilia and flagella associated protein 126 [Source:MGI Symbol;Acc:MGI:1922722]
Sntg2	ENSMUSG00000020672	Q925E0	MGI:1919541	Sntg2	syntrophin, gamma 2 [Source:MGI Symbol;Acc:MGI:1919541]
Slc8b1	ENSMUSG00000032754	Q925Q3	MGI:2180781	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 [Source:MGI Symbol;Acc:MGI:2180781]
Scgb2b11	ENSMUSG00000099729		MGI:3782867	Scgb2b11	secretoglobin, family 2B, member 11 [Source:MGI Symbol;Acc:MGI:3782867]
Scgb1b11	ENSMUSG00000101638		MGI:5581331	Scgb1b11	secretoglobin, family 1B, member 11 [Source:MGI Symbol;Acc:MGI:5581331]
Scgb2b12	ENSMUSG00000097982		MGI:3645177	Scgb2b12	secretoglobin, family 2B, member 12 [Source:MGI Symbol;Acc:MGI:3645177]
Slc8b1	ENSMUSG00000032754		MGI:2180781	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 [Source:MGI Symbol;Acc:MGI:2180781]
Aif1	ENSMUSG00000024397	O70200	MGI:1343098	Aif1	allograft inflammatory factor 1 [Source:MGI Symbol;Acc:MGI:1343098]
Scgb1b12	ENSMUSG00000101520		MGI:3645736	Scgb1b12	secretoglobin, family 1B, member 12 [Source:MGI Symbol;Acc:MGI:3645736]
Pacsin2	ENSMUSG00000016664	Q9WVE8	MGI:1345153	Pacsin2	protein kinase C and casein kinase substrate in neurons 2 [Source:MGI Symbol;Acc:MGI:1345153]
Scgb1b29	ENSMUSG00000078757		MGI:3644231	Scgb1b29	secretoglobin, family 1B, member 29 [Source:MGI Symbol;Acc:MGI:3644231]
Pacsin2	ENSMUSG00000016664		MGI:1345153	Pacsin2	protein kinase C and casein kinase substrate in neurons 2 [Source:MGI Symbol;Acc:MGI:1345153]
Aif1	ENSMUSG00000024397		MGI:1343098	Aif1	allograft inflammatory factor 1 [Source:MGI Symbol;Acc:MGI:1343098]
Itga7	ENSMUSG00000025348		MGI:102700	Itga7	integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700]
Tmem18	ENSMUSG00000043061	Q3TUD9	MGI:2387176	Tmem18	transmembrane protein 18 [Source:MGI Symbol;Acc:MGI:2387176]
Cyp17a1	ENSMUSG00000003555	P27786	MGI:88586	Cyp17a1	cytochrome P450, family 17, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88586]
Cyp17a1	ENSMUSG00000003555		MGI:88586	Cyp17a1	cytochrome P450, family 17, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88586]
Luzp2	ENSMUSG00000063297	Q8BGY3	MGI:1889615	Luzp2	leucine zipper protein 2 [Source:MGI Symbol;Acc:MGI:1889615]
Dock11	ENSMUSG00000031093	A2AF47	MGI:1923224	Dock11	dedicator of cytokinesis 11 [Source:MGI Symbol;Acc:MGI:1923224]
Lst1	ENSMUSG00000073412		MGI:1096324	Lst1	leukocyte specific transcript 1 [Source:MGI Symbol;Acc:MGI:1096324]
Dock11	ENSMUSG00000031093		MGI:1923224	Dock11	dedicator of cytokinesis 11 [Source:MGI Symbol;Acc:MGI:1923224]
Alkal2	ENSMUSG00000054204	Q80UG6	MGI:3697448	Alkal2	ALK and LTK ligand 2 [Source:MGI Symbol;Acc:MGI:3697448]
Spag16	ENSMUSG00000053153	Q8K450	MGI:1913972	Spag16	sperm associated antigen 16 [Source:MGI Symbol;Acc:MGI:1913972]
Pnpla6	ENSMUSG00000004565	Q3TRM4	MGI:1354723	Pnpla6	patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723]
Ltb	ENSMUSG00000024399	P41155	MGI:104796	Ltb	lymphotoxin B [Source:MGI Symbol;Acc:MGI:104796]
Borcs7	ENSMUSG00000062376	Q9CRC6	MGI:1913689	Borcs7	BLOC-1 related complex subunit 7 [Source:MGI Symbol;Acc:MGI:1913689]
Ltb	ENSMUSG00000024399		MGI:104796	Ltb	lymphotoxin B [Source:MGI Symbol;Acc:MGI:104796]
Olfm3	ENSMUSG00000027965	P63056	MGI:2387329	Olfm3	olfactomedin 3 [Source:MGI Symbol;Acc:MGI:2387329]
Olfm3	ENSMUSG00000027965		MGI:2387329	Olfm3	olfactomedin 3 [Source:MGI Symbol;Acc:MGI:2387329]
Pnpla6	ENSMUSG00000004565		MGI:1354723	Pnpla6	patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723]
Bmp2k	ENSMUSG00000034663	Q91Z96	MGI:2155456	Bmp2k	BMP2 inducible kinase [Source:MGI Symbol;Acc:MGI:2155456]
As3mt	ENSMUSG00000003559	Q91WU5	MGI:1929882	As3mt	arsenite methyltransferase [Source:MGI Symbol;Acc:MGI:1929882]
Sgms2	ENSMUSG00000050931	Q9D4B1	MGI:1921692	Sgms2	sphingomyelin synthase 2 [Source:MGI Symbol;Acc:MGI:1921692]
Scgb2b15	ENSMUSG00000097972		MGI:3644904	Scgb2b15	secretoglobin, family 2B, member 15 [Source:MGI Symbol;Acc:MGI:3644904]
Sgms2	ENSMUSG00000050931		MGI:1921692	Sgms2	sphingomyelin synthase 2 [Source:MGI Symbol;Acc:MGI:1921692]
Scgb1b15	ENSMUSG00000101232		MGI:3782584	Scgb1b15	secretoglobin, family 1B, member 15 [Source:MGI Symbol;Acc:MGI:3782584]
Tnf	ENSMUSG00000024401	P06804	MGI:104798	Tnf	tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798]
As3mt	ENSMUSG00000003559		MGI:1929882	As3mt	arsenite methyltransferase [Source:MGI Symbol;Acc:MGI:1929882]
Plekhn1	ENSMUSG00000078485	Q8C886	MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1 [Source:MGI Symbol;Acc:MGI:2387630]
Tnf	ENSMUSG00000024401		MGI:104798	Tnf	tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798]
Sdhc	ENSMUSG00000058076	Q9CZB0	MGI:1913302	Sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]
Lta	ENSMUSG00000024402	P09225	MGI:104797	Lta	lymphotoxin A [Source:MGI Symbol;Acc:MGI:104797]
Plekhn1	ENSMUSG00000078485		MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1 [Source:MGI Symbol;Acc:MGI:2387630]
Sdhc	ENSMUSG00000058076		MGI:1913302	Sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]
Acp1	ENSMUSG00000044573	Q9D358	MGI:87881	Acp1	acid phosphatase 1, soluble [Source:MGI Symbol;Acc:MGI:87881]
Klhl17	ENSMUSG00002076083	Q6TDP3	MGI:2678948	Klhl17	kelch-like 17 [Source:MGI Symbol;Acc:MGI:2678948]
